legacy_work_key,source_count,source_ids,original_paths,note
C40+C39,1,LS-WS-0380,audit/WS_C40_IS_VALIDATION_AND_ANTI_OVERFIT_CHECK_FOR_C39_GUARDED_CANDIDATE.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C41,2,LS-WS-0382;LS-WS-0383,audit/WS_C41_IS_REVIEW_OR_EVIDENCE_EXPANSION_BEFORE_OOS.md;audit/WS_C41_OPERATOR_VALIDATION_COMMANDS.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C42,2,LS-WS-0384;LS-WS-0385,audit/WS_C42_IS_ROLLING_NORMAL_MONTH_EVIDENCE_EXPANSION.md;audit/WS_C42_OPERATOR_VALIDATION_COMMANDS.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C43,2,LS-WS-0386;LS-WS-0387,audit/WS_C43_OPERATOR_VALIDATION_COMMANDS.md;audit/WS_C43_PRE_TRADE_FIELD_EXPANSION_DIAGNOSTIC.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C44,2,LS-WS-0388;LS-WS-0389,audit/WS_C44_IS_GUARD_REFINEMENT_CANDIDATE_FORMATION.md;audit/WS_C44_OPERATOR_VALIDATION_COMMANDS.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C45,1,LS-WS-0391,audit/WS_C45_OPERATOR_VALIDATION_COMMANDS.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C45+C44,1,LS-WS-0390,audit/WS_C45_IS_VALIDATION_AND_ANTI_OVERFIT_CHECK_FOR_C44_REFINEMENT.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C46,2,LS-WS-0392;LS-WS-0393,audit/WS_C46_IS_REVIEW_OR_EVIDENCE_EXPANSION_BEFORE_OOS.md;audit/WS_C46_OPERATOR_VALIDATION_COMMANDS.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C47,1,LS-WS-0395,audit/WS_C47_OPERATOR_VALIDATION_COMMANDS.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C47+C44,1,LS-WS-0394,audit/WS_C47_OOS_PROOF_WITH_LOCKED_C44_REFINEMENT.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C48,2,LS-WS-0396;LS-WS-0397,audit/WS_C48_OOS_FAILURE_ATTRIBUTION.md;audit/WS_C48_OPERATOR_VALIDATION_COMMANDS.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C49,2,LS-WS-0398;LS-WS-0399,audit/WS_C49_BROADER_STRATEGY_REDESIGN.md;audit/WS_C49_OPERATOR_VALIDATION_COMMANDS.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C50,2,LS-WS-0400;LS-WS-0401,audit/WS_C50_IS_VALIDATION_ANTI_OVERFIT_CHECK.md;audit/WS_C50_OPERATOR_VALIDATION_COMMANDS.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C51,2,LS-WS-0402;LS-WS-0403,audit/WS_C51_CONCENTRATION_DEPENDENCY_REDESIGN_REVIEW.md;audit/WS_C51_OPERATOR_VALIDATION_COMMANDS.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C52,2,LS-WS-0404;LS-WS-0405,audit/WS_C52_CONCENTRATION_DEPENDENCY_REDESIGN_CONTINUATION.md;audit/WS_C52_OPERATOR_VALIDATION_COMMANDS.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C53,1,LS-WS-0407,audit/WS_C53_OPERATOR_VALIDATION_COMMANDS.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C53+C52,1,LS-WS-0406,audit/WS_C53_IS_EVIDENCE_EXPANSION_FOR_C52_REDESIGN.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C54,2,LS-WS-0408;LS-WS-0409,audit/WS_C54_OPERATOR_VALIDATION_COMMANDS.md;audit/WS_C54_ROLLING_STABILITY_REDESIGN_OR_RECALIBRATION_IS_ONLY.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C55,2,LS-WS-0410;LS-WS-0411,audit/WS_C55_OPERATOR_VALIDATION_COMMANDS.md;audit/WS_C55_ROLLING_STABILITY_REDESIGN_CONTINUATION_IS_ONLY.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C56,2,LS-WS-0412;LS-WS-0413,audit/WS_C56_OPERATOR_VALIDATION_COMMANDS.md;audit/WS_C56_ROLLING_STABILITY_REDESIGN_CONTINUATION_IS_ONLY.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C57,2,LS-WS-0414;LS-WS-0415,audit/WS_C57_OPERATOR_VALIDATION_COMMANDS.md;audit/WS_C57_REGIME_FIELD_RECONSTRUCTION_CONTINUATION_IS_ONLY.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C58,2,LS-WS-0416;LS-WS-0417,audit/WS_C58_LOSS_CLUSTER_CONCENTRATION_REDESIGN_CONTINUATION_IS_ONLY.md;audit/WS_C58_OPERATOR_VALIDATION_COMMANDS.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C59,2,LS-WS-0418;LS-WS-0419,audit/WS_C59_LOSS_CLUSTER_OR_BRANCH_BUCKET_REDESIGN_CONTINUATION_IS_ONLY.md;audit/WS_C59_OPERATOR_VALIDATION_COMMANDS.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C60,2,LS-WS-0420;LS-WS-0421,audit/WS_C60_OPERATOR_VALIDATION_COMMANDS.md;audit/WS_C60_REGIME_STRESS_AND_LOO_DEPENDENCY_REDESIGN_IS_ONLY.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C61,2,LS-WS-0422;LS-WS-0423,audit/WS_C61_OPERATOR_VALIDATION_COMMANDS.md;audit/WS_C61_SIGNAL_QUALITY_REBUILD_FOR_WEAK_REGIME_IS_ONLY.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C62,1,LS-WS-0424,audit/WS_C62_OPERATOR_VALIDATION_COMMANDS.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C62+C61,1,LS-WS-0425,audit/WS_C62_PRE_LOCK_REVIEW_FOR_C61_SIGNAL_QUALITY_CANDIDATES_IS_ONLY.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C63,2,LS-WS-0426;LS-WS-0427,audit/WS_C63_OPERATOR_VALIDATION_COMMANDS.md;audit/WS_C63_PRE_OOS_UNLOCK_REVIEW_IS_ONLY.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C64,2,LS-WS-0428;LS-WS-0429,audit/WS_C64_OPERATOR_VALIDATION_COMMANDS.md;audit/WS_C64_PRE_OOS_OR_OOS_PROOF_EXECUTION.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C65,2,LS-WS-0430;LS-WS-0431,audit/WS_C65_OPERATOR_VALIDATION_COMMANDS.md;audit/WS_C65_PRODUCTION_PRE_LOCK_REVIEW.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C66,2,LS-WS-0432;LS-WS-0433,audit/WS_C66_OPERATOR_VALIDATION_COMMANDS.md;audit/WS_C66_PRODUCTION_LOCK_REVIEW.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C67,2,LS-WS-0434;LS-WS-0435,audit/WS_C67_OPERATOR_VALIDATION_COMMANDS.md;audit/WS_C67_PRODUCTION_CATALOG_ACTIVATION_REVIEW.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C68,2,LS-WS-0436;LS-WS-0437,audit/WS_C68_OPERATOR_VALIDATION_COMMANDS.md;audit/WS_C68_PRODUCTION_CATALOG_ACTIVATION_EXECUTION_REVIEW.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C69,2,LS-WS-0438;LS-WS-0439,audit/WS_C69_OPERATOR_VALIDATION_COMMANDS.md;audit/WS_C69_PRODUCTION_DEPLOYMENT_PREP_OR_BRIDGE_REVIEW.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C70,2,LS-WS-0440;LS-WS-0441,audit/WS_C70_OPERATOR_VALIDATION_COMMANDS.md;audit/WS_C70_PRODUCTION_DEPLOYMENT_EXECUTION_REVIEW.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C71,2,LS-WS-0442;LS-WS-0443,audit/WS_C71_OPERATOR_VALIDATION_COMMANDS.md;audit/WS_C71_SHADOW_READ_OR_DRY_RUN_RUNTIME_VALIDATION.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C72,2,LS-WS-0444;LS-WS-0445,audit/WS_C72_CONTROLLED_OPT_IN_RUNTIME_BRIDGE_VALIDATION.md;audit/WS_C72_OPERATOR_VALIDATION_COMMANDS.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C73,2,LS-WS-0446;LS-WS-0447,audit/WS_C73_CONTROLLED_PARALLEL_RUN_NON_MUTATING_PLAN_CONFIRM_BRIDGE_VALIDATION.md;audit/WS_C73_OPERATOR_VALIDATION_COMMANDS.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C74,2,LS-WS-0448;LS-WS-0449,audit/WS_C74_CONTROLLED_OPERATOR_REVIEWED_ROLLOUT_GATE_OR_DEPLOYMENT_READINESS_REVIEW.md;audit/WS_C74_OPERATOR_VALIDATION_COMMANDS.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C75,2,LS-WS-0450;LS-WS-0451,audit/WS_C75_CONTROLLED_OPERATOR_APPROVED_ROLLOUT_EXECUTION_REVIEW_OR_CONTROLLED_WIRING_EXECUTION_REVIEW.md;audit/WS_C75_OPERATOR_VALIDATION_COMMANDS.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C76,2,LS-WS-0452;LS-WS-0453,audit/WS_C76_CONTROLLED_RUNTIME_OPT_IN_PILOT_OR_SHADOW_ROLLOUT_PREPARATION_REVIEW.md;audit/WS_C76_OPERATOR_VALIDATION_COMMANDS.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C77,2,LS-WS-0454;LS-WS-0455,audit/WS_C77_CONTROLLED_RUNTIME_OPT_IN_PILOT_OR_SHADOW_ROLLOUT_EXECUTION_REVIEW.md;audit/WS_C77_OPERATOR_VALIDATION_COMMANDS.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C78,2,LS-WS-0456;LS-WS-0457,audit/WS_C78_CONTROLLED_LIMITED_RUNTIME_OPT_IN_PILOT_OR_SHADOW_ROLLOUT_OBSERVATION_REVIEW.md;audit/WS_C78_OPERATOR_VALIDATION_COMMANDS.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C79,2,LS-WS-0458;LS-WS-0459,audit/WS_C79_CONTROLLED_LIMITED_RUNTIME_OPT_IN_PILOT_OR_SHADOW_ROLLOUT_OBSERVATION_RESULT_REVIEW.md;audit/WS_C79_OPERATOR_VALIDATION_COMMANDS.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C80,2,LS-WS-0460;LS-WS-0461,audit/WS_C80_CONTROLLED_LIMITED_RUNTIME_OPT_IN_PILOT_OR_SHADOW_ROLLOUT_OPERATOR_GO_NO_GO_REVIEW.md;audit/WS_C80_OPERATOR_VALIDATION_COMMANDS.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C81,2,LS-WS-0462;LS-WS-0463,audit/WS_C81_CONTROLLED_LIMITED_RUNTIME_OPT_IN_PILOT_OR_SHADOW_ROLLOUT_GO_DECISION_FINALIZATION_REVIEW.md;audit/WS_C81_OPERATOR_VALIDATION_COMMANDS.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C82,2,LS-WS-0464;LS-WS-0465,audit/WS_C82_CONTROLLED_LIMITED_RUNTIME_OPT_IN_PILOT_OR_SHADOW_ROLLOUT_PRE_ACTIVATION_BOUNDARY_REVIEW.md;audit/WS_C82_OPERATOR_VALIDATION_COMMANDS.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C83,2,LS-WS-0466;LS-WS-0467,audit/WS_C83_CONTROLLED_LIMITED_RUNTIME_OPT_IN_PILOT_OR_SHADOW_ROLLOUT_ACTIVATION_AUTHORIZATION_REVIEW.md;audit/WS_C83_OPERATOR_VALIDATION_COMMANDS.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C84,2,LS-WS-0468;LS-WS-0469,audit/WS_C84_CONTROLLED_LIMITED_RUNTIME_OPT_IN_PILOT_OR_SHADOW_ROLLOUT_ACTIVATION_EXECUTION_REVIEW.md;audit/WS_C84_OPERATOR_VALIDATION_COMMANDS.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C85,2,LS-WS-0470;LS-WS-0471,audit/WS_C85_CONTROLLED_LIMITED_RUNTIME_OPT_IN_PILOT_OR_SHADOW_ROLLOUT_POST_ACTIVATION_OBSERVATION_REVIEW.md;audit/WS_C85_OPERATOR_VALIDATION_COMMANDS.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C86,2,LS-WS-0472;LS-WS-0473,audit/WS_C86_CONTROLLED_LIMITED_RUNTIME_OPT_IN_PILOT_OR_SHADOW_ROLLOUT_POST_ACTIVATION_OBSERVATION_RESULT_REVIEW.md;audit/WS_C86_OPERATOR_VALIDATION_COMMANDS.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C87,2,LS-WS-0474;LS-WS-0475,audit/WS_C87_CONTROLLED_LIMITED_RUNTIME_OPT_IN_PILOT_OR_SHADOW_ROLLOUT_POST_ACTIVATION_OPERATOR_GO_NO_GO_REVIEW.md;audit/WS_C87_OPERATOR_VALIDATION_COMMANDS.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C88,2,LS-WS-0476;LS-WS-0477,audit/WS_C88_CONTROLLED_LIMITED_RUNTIME_OPT_IN_PILOT_OR_SHADOW_ROLLOUT_POST_ACTIVATION_GO_DECISION_FINALIZATION_REVIEW.md;audit/WS_C88_OPERATOR_VALIDATION_COMMANDS.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C89,2,LS-WS-0478;LS-WS-0479,audit/WS_C89_CONTROLLED_LIMITED_RUNTIME_OPT_IN_PILOT_OR_SHADOW_ROLLOUT_POST_ACTIVATION_COMPLETION_BOUNDARY_REVIEW.md;audit/WS_C89_OPERATOR_VALIDATION_COMMANDS.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C90,2,LS-WS-0480;LS-WS-0481,audit/WS_C90_CONTROLLED_LIMITED_RUNTIME_OPT_IN_PILOT_OR_SHADOW_ROLLOUT_POST_ACTIVATION_HANDOFF_READINESS_REVIEW.md;audit/WS_C90_OPERATOR_VALIDATION_COMMANDS.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C91,2,LS-WS-0482;LS-WS-0483,audit/WS_C91_CONTROLLED_LIMITED_RUNTIME_OPT_IN_PILOT_OR_SHADOW_ROLLOUT_POST_ACTIVATION_HANDOFF_FINALIZATION_REVIEW.md;audit/WS_C91_OPERATOR_VALIDATION_COMMANDS.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C92,2,LS-WS-0484;LS-WS-0485,audit/WS_C92_CONTROLLED_LIMITED_RUNTIME_OPT_IN_PILOT_OR_SHADOW_ROLLOUT_POST_ACTIVATION_HANDOFF_COMPLETION_BOUNDARY_REVIEW.md;audit/WS_C92_OPERATOR_VALIDATION_COMMANDS.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C93,2,LS-WS-0486;LS-WS-0487,audit/WS_C93_CONTROLLED_LIMITED_RUNTIME_OPT_IN_PILOT_OR_SHADOW_ROLLOUT_POST_ACTIVATION_HANDOFF_CLOSURE_SEAL_REVIEW.md;audit/WS_C93_OPERATOR_VALIDATION_COMMANDS.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C94,2,LS-WS-0488;LS-WS-0489,audit/WS_C94_CONTROLLED_LIMITED_RUNTIME_OPT_IN_PILOT_OR_SHADOW_ROLLOUT_POST_ACTIVATION_AUDIT_ARCHIVE_REVIEW.md;audit/WS_C94_OPERATOR_VALIDATION_COMMANDS.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C95,2,LS-WS-0490;LS-WS-0491,audit/WS_C95_CONTROLLED_LIMITED_RUNTIME_OPT_IN_PILOT_OR_SHADOW_ROLLOUT_POST_ACTIVATION_AUDIT_ARCHIVE_COMPLETION_REVIEW.md;audit/WS_C95_OPERATOR_VALIDATION_COMMANDS.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C96,2,LS-WS-0492;LS-WS-0493,audit/WS_C96_CONTROLLED_LIMITED_RUNTIME_OPT_IN_PILOT_OR_SHADOW_ROLLOUT_POST_ACTIVATION_AUDIT_ARCHIVE_CLOSURE_SEAL_REVIEW.md;audit/WS_C96_OPERATOR_VALIDATION_COMMANDS.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C97,2,LS-WS-0494;LS-WS-0495,audit/WS_C97_CONTROLLED_LIMITED_RUNTIME_OPT_IN_PILOT_OR_SHADOW_ROLLOUT_POST_ACTIVATION_AUDIT_ARCHIVE_FINALIZATION_REVIEW.md;audit/WS_C97_OPERATOR_VALIDATION_COMMANDS.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C98,2,LS-WS-0496;LS-WS-0497,audit/WS_C98_OPERATOR_VALIDATION_COMMANDS.md;audit/WS_C98_WEEKLY_SWING_WATCHLIST_NON_LIVE_REHEARSAL_REVIEW.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C99,2,LS-WS-0498;LS-WS-0499,audit/WS_C99_OPERATOR_VALIDATION_COMMANDS.md;audit/WS_C99_WEEKLY_SWING_WATCHLIST_NON_LIVE_REHEARSAL_EXECUTION_REVIEW.md,Historical correlation key only; not a WS-Bxx Attempt ID.
P01,5,LS-WS-0506;LS-WS-0507;LS-WS-0601;LS-WS-0602;LS-WS-0603,audit/WS_PRICE_QUALITY_P01_DIAGNOSTIC_CANDIDATES_AND_OFFICIAL_IS.md;audit/WS_PRICE_QUALITY_P01_PREREGISTRATION.md;system/policies/weekly_swing/_refs/WS_PRICE_QUALITY_P01_IDENTITY_REPAIR_LOCK.md;system/policies/weekly_swing/_refs/WS_PRICE_QUALITY_P01_PREREGISTRATION_LOCK.md;system/policies/weekly_swing/_refs/WS_PRICE_QUALITY_P01_REMEDIATION_LOCK.md,Historical correlation key only; not a WS-Bxx Attempt ID.
Q01,1,LS-WS-0608,system/policies/weekly_swing/_refs/WS_SIGNAL_QUALITY_Q01_PREREGISTRATION_LOCK.md,Historical correlation key only; not a WS-Bxx Attempt ID.
R01,3,LS-WS-0502;LS-WS-0503;LS-WS-0596,audit/WS_NEW_STRATEGY_R01_OPERATOR_VALIDATION_COMMANDS.md;audit/WS_NEW_STRATEGY_R01_RESEARCH_HYPOTHESIS_AND_DIAGNOSTIC_EVIDENCE.md;system/policies/weekly_swing/_refs/WS_NEW_STRATEGY_R01_RESEARCH_HYPOTHESIS_NOTE.md,Historical correlation key only; not a WS-Bxx Attempt ID.
R02,3,LS-WS-0504;LS-WS-0505;LS-WS-0597,audit/WS_NEW_STRATEGY_R02_MINIMAL_CANDIDATES_AND_OFFICIAL_IS.md;audit/WS_NEW_STRATEGY_R02_OPERATOR_VALIDATION_COMMANDS.md;system/policies/weekly_swing/_refs/WS_NEW_STRATEGY_R02_CANDIDATE_LOCK.md,Historical correlation key only; not a WS-Bxx Attempt ID.
R2,1,LS-WS-0604,system/policies/weekly_swing/_refs/WS_R2_ENTRY_QUALITY_CALIBRATION_NOTE.md,Historical correlation key only; not a WS-Bxx Attempt ID.
S01,3,LS-WS-0508;LS-WS-0509;LS-WS-0609,audit/WS_TAIL_RISK_S01_DIAGNOSTIC_CANDIDATES_AND_OFFICIAL_IS.md;audit/WS_TAIL_RISK_S01_OPERATOR_VALIDATION_COMMANDS.md;system/policies/weekly_swing/_refs/WS_TAIL_RISK_S01_CANDIDATE_AND_REMEDIATION_LOCK.md,Historical correlation key only; not a WS-Bxx Attempt ID.
