source_id,legacy_work_key,original_path,section_no,heading,start_line,end_line,role,role_confidence,split_required,section_sha1
LS-WS-0303,C167,audit/WS_C167_PLAN_CONFIRM_CONTROLLED_ROLLOUT_COMPLETION_BOUNDARY_OPERATOR_VALIDATION_COMMANDS.md,0,(preamble/title),1,2,CONTEXT,CONTEXT,NO,B97060F78CF2A550ED2C1B05E137D6A71959BAFB
LS-WS-0303,C167,audit/WS_C167_PLAN_CONFIRM_CONTROLLED_ROLLOUT_COMPLETION_BOUNDARY_OPERATOR_VALIDATION_COMMANDS.md,1,Official Boundary,3,28,EVIDENCE,HIGH,NO,2C886673F1FE8CEAF6C685B1025DD335620968C7
LS-WS-0303,C167,audit/WS_C167_PLAN_CONFIRM_CONTROLLED_ROLLOUT_COMPLETION_BOUNDARY_OPERATOR_VALIDATION_COMMANDS.md,2,Verification,29,52,EVIDENCE,HIGH,NO,3A6BA29332535A0A80590B5B1389369E3E29D74C
LS-WS-0304,C167,audit/WS_C167_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_PLAN_CONFIRM_CONTROLLED_ROLLOUT_COMPLETION_BOUNDARY_REVIEW.md,0,(preamble/title),1,2,CONTEXT,CONTEXT,NO,94EE1DFC953B53AF839B528C1E8E278DF14CA058
LS-WS-0304,C167,audit/WS_C167_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_PLAN_CONFIRM_CONTROLLED_ROLLOUT_COMPLETION_BOUNDARY_REVIEW.md,1,Purpose,3,8,DECISION,HIGH,NO,8C308CE4CA1E08F7729658BCBC7F6248B40A37B8
LS-WS-0304,C167,audit/WS_C167_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_PLAN_CONFIRM_CONTROLLED_ROLLOUT_COMPLETION_BOUNDARY_REVIEW.md,2,Locked C166 Evidence,9,17,DECISION,MEDIUM,NO,F7CA6F884FB64DE873F928EF50DE32C7ED192ADE
LS-WS-0304,C167,audit/WS_C167_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_PLAN_CONFIRM_CONTROLLED_ROLLOUT_COMPLETION_BOUNDARY_REVIEW.md,3,Boundary Result,18,51,DECISION,HIGH,NO,257B3B73A8135301C7F419CAE940837F0160D1B2
LS-WS-0304,C167,audit/WS_C167_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_PLAN_CONFIRM_CONTROLLED_ROLLOUT_COMPLETION_BOUNDARY_REVIEW.md,4,Next Stage,52,54,DECISION,HIGH,NO,A1AC6C4AFA763DB4C0ACBB08CA12C8B2BE9F5475
LS-WS-0305,C168,audit/WS_C168_OPERATOR_VALIDATION_COMMANDS.md,0,(preamble/title),1,2,CONTEXT,CONTEXT,NO,D9881D4A13D2E9C6F3BF14FE04A745BDEB83803E
LS-WS-0305,C168,audit/WS_C168_OPERATOR_VALIDATION_COMMANDS.md,1,Source and Focused Tests,3,16,EVIDENCE,HIGH,NO,68A01F4E9894476AB4F9D54EBB4AFD552857A413
LS-WS-0305,C168,audit/WS_C168_OPERATOR_VALIDATION_COMMANDS.md,2,Controlled Runtime Execution,17,37,EVIDENCE,HIGH,NO,4CF47B0AF2F84E9A90BBF881FA64B9C340670FC4
LS-WS-0305,C168,audit/WS_C168_OPERATOR_VALIDATION_COMMANDS.md,3,Artifact Verification,38,72,EVIDENCE,HIGH,NO,94731790B88D111EEFB955E395756BEFAA49BE51
LS-WS-0305,C168,audit/WS_C168_OPERATOR_VALIDATION_COMMANDS.md,4,Regression,73,79,EVIDENCE,HIGH,NO,E7317D731E93BD5C33EB13623CD4929C114BF4CF
LS-WS-0306,C168,audit/WS_C168_WEEKLY_SWING_WATCHLIST_RUNTIME_INTEGRATION_GAP_REMEDIATION.md,0,(preamble/title),1,2,CONTEXT,CONTEXT,YES,5FF33530B646C82F440D34969CA5DB5298DBD938
LS-WS-0306,C168,audit/WS_C168_WEEKLY_SWING_WATCHLIST_RUNTIME_INTEGRATION_GAP_REMEDIATION.md,1,Purpose,3,6,RESEARCH,HIGH,YES,B3B746E9AE41AF39EF8C36F94536EAC7BFE4DEAB
LS-WS-0306,C168,audit/WS_C168_WEEKLY_SWING_WATCHLIST_RUNTIME_INTEGRATION_GAP_REMEDIATION.md,2,Implemented Runtime Chain,7,26,IMPLEMENTATION,MEDIUM,YES,482A919DD1EF3F26C0BC829F10166EA933E9D0BE
LS-WS-0306,C168,audit/WS_C168_WEEKLY_SWING_WATCHLIST_RUNTIME_INTEGRATION_GAP_REMEDIATION.md,3,Runtime Output Contract,27,49,RESEARCH,HIGH,YES,0649D9D3318981DC52E8DBEC66710B234DB1E73A
LS-WS-0306,C168,audit/WS_C168_WEEKLY_SWING_WATCHLIST_RUNTIME_INTEGRATION_GAP_REMEDIATION.md,4,Executed Local Runtime Evidence,50,82,EVIDENCE,HIGH,YES,E73048BBDE3392A2237EED928EF85E8E329CF3FA
LS-WS-0306,C168,audit/WS_C168_WEEKLY_SWING_WATCHLIST_RUNTIME_INTEGRATION_GAP_REMEDIATION.md,5,Validation Log,83,106,RESEARCH,MEDIUM,YES,D737058E410C425C41E0AF512B89E92D773285FA
LS-WS-0306,C168,audit/WS_C168_WEEKLY_SWING_WATCHLIST_RUNTIME_INTEGRATION_GAP_REMEDIATION.md,6,Scope Boundary,107,122,RESEARCH,MEDIUM,YES,4B29FA219D4589C8AC8FCB8499A3EA3B3045F412
LS-WS-0306,C168,audit/WS_C168_WEEKLY_SWING_WATCHLIST_RUNTIME_INTEGRATION_GAP_REMEDIATION.md,7,Gap and Next Session,123,145,FINDING,MEDIUM,YES,49CD935A9E4A5E89D387D8240055BA42950E80CE
LS-WS-0307,C169,audit/WS_C169_OPERATOR_VALIDATION_COMMANDS.md,0,(preamble/title),1,2,CONTEXT,CONTEXT,NO,905CD7CB1FADE23862377B27E37AB0D758A9DDBB
LS-WS-0307,C169,audit/WS_C169_OPERATOR_VALIDATION_COMMANDS.md,1,Migration and command registration,3,17,EVIDENCE,HIGH,NO,CB63EE6F24D938394090F918A75A7D8B26C30BC6
LS-WS-0307,C169,audit/WS_C169_OPERATOR_VALIDATION_COMMANDS.md,2,Source validation,18,34,EVIDENCE,HIGH,NO,B2B4253C6D86D5D6A9C8B652003BD0DB64AE4355
LS-WS-0307,C169,audit/WS_C169_OPERATOR_VALIDATION_COMMANDS.md,3,Idempotent DRAFT import,35,63,EVIDENCE,HIGH,NO,C331B8C499C4349C1B0CF049E6744266F96E842A
LS-WS-0307,C169,audit/WS_C169_OPERATOR_VALIDATION_COMMANDS.md,4,Fail-closed promotion proof,64,86,EVIDENCE,HIGH,NO,A5D913A17EDD855FE38B8B078C08AAA40DB87551
LS-WS-0307,C169,audit/WS_C169_OPERATOR_VALIDATION_COMMANDS.md,5,Tests,87,105,EVIDENCE,HIGH,NO,F043AF8222A585B3122B3528EAB2B23967F0A10D
LS-WS-0308,C169,audit/WS_C169_WEEKLY_SWING_CANONICAL_PARAMSET_PERSISTENCE_AND_REAL_OOS_PROMOTION_GATE_REMEDIATION.md,0,(preamble/title),1,2,CONTEXT,CONTEXT,YES,BAEDE3D7CBF8F155B4DAB02DAE376646C7CDC961
LS-WS-0308,C169,audit/WS_C169_WEEKLY_SWING_CANONICAL_PARAMSET_PERSISTENCE_AND_REAL_OOS_PROMOTION_GATE_REMEDIATION.md,1,Purpose,3,19,RESEARCH,MEDIUM,YES,887BB0A5ADF277CE3EE909D6DE92097FACCA5C2B
LS-WS-0308,C169,audit/WS_C169_WEEKLY_SWING_CANONICAL_PARAMSET_PERSISTENCE_AND_REAL_OOS_PROMOTION_GATE_REMEDIATION.md,2,Parity Audit Correction,20,32,EVIDENCE,MEDIUM,YES,581D3F565719BB6881933B13BD2DA48C12344B07
LS-WS-0308,C169,audit/WS_C169_WEEKLY_SWING_CANONICAL_PARAMSET_PERSISTENCE_AND_REAL_OOS_PROMOTION_GATE_REMEDIATION.md,3,Implemented Components,33,133,IMPLEMENTATION,HIGH,YES,658C780BFD5559964D9C113C6DD2D77F6C9BC477
LS-WS-0308,C169,audit/WS_C169_WEEKLY_SWING_CANONICAL_PARAMSET_PERSISTENCE_AND_REAL_OOS_PROMOTION_GATE_REMEDIATION.md,4,Validation Log,134,148,RESEARCH,HIGH,YES,A9546EE22EF71B981E526FFB6A33271478622430
LS-WS-0308,C169,audit/WS_C169_WEEKLY_SWING_CANONICAL_PARAMSET_PERSISTENCE_AND_REAL_OOS_PROMOTION_GATE_REMEDIATION.md,5,C169 Boundary,149,166,RESEARCH,HIGH,YES,BE1087C399B6ABCAD34F1437C3288301D1461496
LS-WS-0308,C169,audit/WS_C169_WEEKLY_SWING_CANONICAL_PARAMSET_PERSISTENCE_AND_REAL_OOS_PROMOTION_GATE_REMEDIATION.md,6,C170 Continuation Result,167,181,RESEARCH,MEDIUM,YES,67734FEDB2A8538101FC3F4EBCA09C7C87D685EA
LS-WS-0309,C16,audit/WS_C16_OPERATOR_VALIDATION_COMMANDS.md,0,(preamble/title),1,2,CONTEXT,CONTEXT,NO,C9DD375782C21A932777A8EE33CDC424A935CE35
LS-WS-0309,C16,audit/WS_C16_OPERATOR_VALIDATION_COMMANDS.md,1,Scope,3,8,EVIDENCE,HIGH,NO,9E20ED46887990B7D2610C05D3CEF1EA911D714E
LS-WS-0309,C16,audit/WS_C16_OPERATOR_VALIDATION_COMMANDS.md,2,Final operator evidence received,9,76,EVIDENCE,HIGH,NO,EB8BCD303842A24DBB694B2848160DBC75EB5B55
LS-WS-0309,C16,audit/WS_C16_OPERATOR_VALIDATION_COMMANDS.md,3,Operator evidence received after initial C16 patch,77,98,EVIDENCE,HIGH,NO,6C998ED45B6C99194A990DAAF168519D3DEF5A04
LS-WS-0309,C16,audit/WS_C16_OPERATOR_VALIDATION_COMMANDS.md,4,1. PHPUnit C16 catalog/static tests,99,139,EVIDENCE,HIGH,NO,037F6AAD1FC10933FC2D14009DBA07D1F71AA867
LS-WS-0309,C16,audit/WS_C16_OPERATOR_VALIDATION_COMMANDS.md,5,2. Candidate universe runtime payload test,140,175,EVIDENCE,HIGH,NO,F45FC53D0D4CC994DFF3A1F40D29024B125BBD84
LS-WS-0309,C16,audit/WS_C16_OPERATOR_VALIDATION_COMMANDS.md,6,3. Scoring runtime payload test,176,211,EVIDENCE,MEDIUM,NO,0B434E1434B793AAE41D88795E509F3D78B7EE27
LS-WS-0309,C16,audit/WS_C16_OPERATOR_VALIDATION_COMMANDS.md,7,4. Plan grouping runtime guard test,212,251,EVIDENCE,HIGH,NO,6367E9181325F1DE07B5FA4B8C9EA42CFA055553
LS-WS-0309,C16,audit/WS_C16_OPERATOR_VALIDATION_COMMANDS.md,8,5. Full Watchlist unit suite,252,288,EVIDENCE,HIGH,NO,62DED23A99D6E1B5940B1B664AC33BDDA8E56650
LS-WS-0309,C16,audit/WS_C16_OPERATOR_VALIDATION_COMMANDS.md,9,6. C16 seed command,289,351,EVIDENCE,HIGH,NO,D3C60998D7A0BB122AC80ECE880CF430EC38B406
LS-WS-0309,C16,audit/WS_C16_OPERATOR_VALIDATION_COMMANDS.md,10,7. C16 diagnose batch,352,400,EVIDENCE,HIGH,NO,CF917B9AAF067635130A6096D2C8A0389D431007
LS-WS-0309,C16,audit/WS_C16_OPERATOR_VALIDATION_COMMANDS.md,11,8. C16 IS calibration run 1 and run 2,401,477,RESEARCH,HIGH,NO,A59406C491FBBE2A6F91AC41621F95C3547F26A6
LS-WS-0309,C16,audit/WS_C16_OPERATOR_VALIDATION_COMMANDS.md,12,Follow-up validation after C15 static guard regex fix,478,499,EVIDENCE,HIGH,NO,ED9DC2562FA446602455A278B9F26B9E5A0EB1B6
LS-WS-0309,C16,audit/WS_C16_OPERATOR_VALIDATION_COMMANDS.md,13,Follow-up after seed approval-list patch,500,552,EVIDENCE,HIGH,NO,1C4A64FC99967CDBC57387496F5AFAA519928AC1
LS-WS-0310,C16,audit/WS_C16_QUALITY_RECOVERY_DESIGN_RESULT.md,0,(preamble/title),1,2,CONTEXT,CONTEXT,YES,CD5BAA7FF3AEB7BA143F26EF6D14D17EE0ED21FD
LS-WS-0310,C16,audit/WS_C16_QUALITY_RECOVERY_DESIGN_RESULT.md,1,Scope,3,20,RESEARCH,HIGH,YES,F1785F19012EC981E1AEE9B022B6FA6120B681D2
LS-WS-0310,C16,audit/WS_C16_QUALITY_RECOVERY_DESIGN_RESULT.md,2,Baseline from C15,21,40,RESEARCH,HIGH,YES,110442C9A4345745382E36F1B2A99925FAA07EC6
LS-WS-0310,C16,audit/WS_C16_QUALITY_RECOVERY_DESIGN_RESULT.md,3,C16 identity,41,52,RESEARCH,HIGH,YES,75B9991CBB596202CDF7F33B331D67E7BFCB0A38
LS-WS-0310,C16,audit/WS_C16_QUALITY_RECOVERY_DESIGN_RESULT.md,4,Runtime extension decision,53,63,RESEARCH,HIGH,YES,2C06FFFB542EFF41854002C82E5C233C7FB23BCC
LS-WS-0310,C16,audit/WS_C16_QUALITY_RECOVERY_DESIGN_RESULT.md,5,Design rationale,64,79,RESEARCH,MEDIUM,YES,E79B79FB8629E38BCE6A177A40C6B31A646106E4
LS-WS-0310,C16,audit/WS_C16_QUALITY_RECOVERY_DESIGN_RESULT.md,6,Final operator validation result,80,142,RESEARCH,MEDIUM,YES,BA363C551320721B53B4C2AB116B8CAEABC69B20
LS-WS-0310,C16,audit/WS_C16_QUALITY_RECOVERY_DESIGN_RESULT.md,7,C16 row families,143,169,RESEARCH,HIGH,YES,BF0CA0BC8AEBBEA343FD6EACA5CB5A55CE18AC1E
LS-WS-0310,C16,audit/WS_C16_QUALITY_RECOVERY_DESIGN_RESULT.md,8,Runtime-consumed guards,170,195,RESEARCH,HIGH,YES,3380D5E63396D283EA3F796B6E36AE1AF5A4C994
LS-WS-0310,C16,audit/WS_C16_QUALITY_RECOVERY_DESIGN_RESULT.md,9,Source-level validation actually run,196,208,RESEARCH,HIGH,YES,C87B0381697920E10750564E9CD37EBB998AA21D
LS-WS-0310,C16,audit/WS_C16_QUALITY_RECOVERY_DESIGN_RESULT.md,10,Blocked runtime validation,209,220,RESEARCH,MEDIUM,YES,49B98C7634DA7D78A35DF3A28D44343A8BD54A4B
LS-WS-0310,C16,audit/WS_C16_QUALITY_RECOVERY_DESIGN_RESULT.md,11,Final status,221,239,RESEARCH,HIGH,YES,372B7D33EA5021F08FC9A1FBE2F6411B23139165
LS-WS-0310,C16,audit/WS_C16_QUALITY_RECOVERY_DESIGN_RESULT.md,12,Follow-up: C15 static guard regex fix,240,246,RESEARCH,HIGH,YES,FC17D7266103B1AF0E8E7A5DCB5059D3B7935C67
LS-WS-0310,C16,audit/WS_C16_QUALITY_RECOVERY_DESIGN_RESULT.md,13,Follow-up: C16 seed repository approval fix,247,270,DECISION,HIGH,YES,52EF4D3C2ED70FE827F660E1D004BEA7AA363572
LS-WS-0311,C170,audit/WS_C170_OPERATOR_VALIDATION_COMMANDS.md,0,(preamble/title),1,4,CONTEXT,CONTEXT,NO,26341BEF92E777BA2711F9C11207599DFEDF6031
LS-WS-0311,C170,audit/WS_C170_OPERATOR_VALIDATION_COMMANDS.md,1,C28 Execution-Route Revalidation,5,33,EVIDENCE,HIGH,NO,64812FEDFA125A8DFEC7C2FD5E6D9EDD6E953EDE
LS-WS-0311,C170,audit/WS_C170_OPERATOR_VALIDATION_COMMANDS.md,2,C29 Pre-OOS Guard,34,56,EVIDENCE,HIGH,NO,E9E477AF7B24AF265BA73E9329B10AAB2DD8030D
LS-WS-0311,C170,audit/WS_C170_OPERATOR_VALIDATION_COMMANDS.md,3,Live Official Evidence State,57,73,EVIDENCE,HIGH,NO,B60E83999FF1D0B0D32208F7F302421F801D8D0E
LS-WS-0311,C170,audit/WS_C170_OPERATOR_VALIDATION_COMMANDS.md,4,Focused Tests,74,86,EVIDENCE,HIGH,NO,5B0308C3309A4CB1637A3D89EB2BB02FC520D3ED
LS-WS-0311,C170,audit/WS_C170_OPERATOR_VALIDATION_COMMANDS.md,5,Final Regression,87,101,EVIDENCE,HIGH,NO,F02AA4DEDF02AE2A6A831F8F0FC02B13DCD311D4
LS-WS-0312,C170,audit/WS_C170_WEEKLY_SWING_CANONICAL_IS_STRATEGY_AND_REAL_OOS_PROOF_REMEDIATION.md,0,(preamble/title),1,2,CONTEXT,CONTEXT,YES,0B2FF6D068DFEBDB4F3F5520AE199C14B69000F7
LS-WS-0312,C170,audit/WS_C170_WEEKLY_SWING_CANONICAL_IS_STRATEGY_AND_REAL_OOS_PROOF_REMEDIATION.md,1,Outcome,3,22,RESEARCH,HIGH,YES,E22FF893C590561D28C7EAD1DFDB08E69D6923A8
LS-WS-0312,C170,audit/WS_C170_WEEKLY_SWING_CANONICAL_IS_STRATEGY_AND_REAL_OOS_PROOF_REMEDIATION.md,2,Documents Read Before Change,23,36,RESEARCH,HIGH,YES,A02FBBB59B75F1A121498A22C843D9345AAFD321
LS-WS-0312,C170,audit/WS_C170_WEEKLY_SWING_CANONICAL_IS_STRATEGY_AND_REAL_OOS_PROOF_REMEDIATION.md,3,Reproduced Real State,37,60,RESEARCH,HIGH,YES,48D822FAB974EFD36B87705D61C3E853BDA8E914
LS-WS-0312,C170,audit/WS_C170_WEEKLY_SWING_CANONICAL_IS_STRATEGY_AND_REAL_OOS_PROOF_REMEDIATION.md,4,C28 G05 Canonical-Gate Recheck,61,92,RESEARCH,HIGH,YES,EABE1CD4BE8E76DEF57DDE75F2CFC6A034D8E990
LS-WS-0312,C170,audit/WS_C170_WEEKLY_SWING_CANONICAL_IS_STRATEGY_AND_REAL_OOS_PROOF_REMEDIATION.md,5,Implemented Runtime Corrections,93,160,IMPLEMENTATION,HIGH,YES,A10678210D3C9F7918FFAB3441B5DAD26A6BD07C
LS-WS-0312,C170,audit/WS_C170_WEEKLY_SWING_CANONICAL_IS_STRATEGY_AND_REAL_OOS_PROOF_REMEDIATION.md,6,Validation,161,170,RESEARCH,HIGH,YES,0053B4C08BC137F6098D1B2CDECBC9EBD15497FF
LS-WS-0312,C170,audit/WS_C170_WEEKLY_SWING_CANONICAL_IS_STRATEGY_AND_REAL_OOS_PROOF_REMEDIATION.md,7,Historical Record Corrections,171,184,RESEARCH,MEDIUM,YES,30E0798A9679AB8DDA40A254259CFD976F305E3E
LS-WS-0312,C170,audit/WS_C170_WEEKLY_SWING_CANONICAL_IS_STRATEGY_AND_REAL_OOS_PROOF_REMEDIATION.md,8,Final Status,185,207,RESEARCH,HIGH,YES,BF419D3C46570C6C6CD236A63C8547B44D006B42
LS-WS-0312,C170,audit/WS_C170_WEEKLY_SWING_CANONICAL_IS_STRATEGY_AND_REAL_OOS_PROOF_REMEDIATION.md,9,Canonical Next Session,208,222,RESEARCH,HIGH,YES,EED89AC84202CA14A9F6580B47723254C14B9558
LS-WS-0313,C171+C01,audit/WS_C171_C01_TICK_RISK_GUARD_EXECUTION_AND_EVIDENCE_PROPAGATION_REPAIR.md,0,(preamble/title),1,2,CONTEXT,CONTEXT,YES,74B0F3598A75AE043E6E45D3D6AD802D227A8A70
LS-WS-0313,C171+C01,audit/WS_C171_C01_TICK_RISK_GUARD_EXECUTION_AND_EVIDENCE_PROPAGATION_REPAIR.md,1,Scope,3,6,EVIDENCE,HIGH,YES,8EE097220802170AFCFB7F7324A8BC62AA8318A4
LS-WS-0313,C171+C01,audit/WS_C171_C01_TICK_RISK_GUARD_EXECUTION_AND_EVIDENCE_PROPAGATION_REPAIR.md,2,Root cause,7,10,FINDING,HIGH,YES,19D95C0658F2016BDF3CF9B307687267F3BA763B
LS-WS-0313,C171+C01,audit/WS_C171_C01_TICK_RISK_GUARD_EXECUTION_AND_EVIDENCE_PROPAGATION_REPAIR.md,3,Repair,11,18,EVIDENCE,HIGH,YES,CB3C881E11F6E6A321362023025D464074C32229
LS-WS-0313,C171+C01,audit/WS_C171_C01_TICK_RISK_GUARD_EXECUTION_AND_EVIDENCE_PROPAGATION_REPAIR.md,4,Required audit fields,19,34,EVIDENCE,HIGH,YES,31A8618706775DC0D4E30BDB741F363659B48EE5
LS-WS-0313,C171+C01,audit/WS_C171_C01_TICK_RISK_GUARD_EXECUTION_AND_EVIDENCE_PROPAGATION_REPAIR.md,5,Boundary,35,44,EVIDENCE,HIGH,YES,8718D7B600BD3E0BB4F43DA3E9F43A9776E9724D
LS-WS-0313,C171+C01,audit/WS_C171_C01_TICK_RISK_GUARD_EXECUTION_AND_EVIDENCE_PROPAGATION_REPAIR.md,6,Operator migration immutability-trigger repair,45,72,IMPLEMENTATION,MEDIUM,YES,547952C53E67E213F820FF19356E643911B0ECCE
LS-WS-0314,C171+C01,audit/WS_C171_C01_TICK_RISK_GUARD_PARAMETER_ADAPTER_REPAIR.md,0,(preamble/title),1,2,CONTEXT,CONTEXT,YES,276E55ED012C4D24A3DC9853CBB1494697D0806D
LS-WS-0314,C171+C01,audit/WS_C171_C01_TICK_RISK_GUARD_PARAMETER_ADAPTER_REPAIR.md,1,Scope,3,13,EVIDENCE,HIGH,YES,568070C070F1232FEC8E441AF32BA9B261BFC456
LS-WS-0314,C171+C01,audit/WS_C171_C01_TICK_RISK_GUARD_PARAMETER_ADAPTER_REPAIR.md,2,Root cause,14,27,FINDING,HIGH,YES,09E0272323C43C2648A879CDE87597917BD2EF5E
LS-WS-0314,C171+C01,audit/WS_C171_C01_TICK_RISK_GUARD_PARAMETER_ADAPTER_REPAIR.md,3,Repair,28,43,IMPLEMENTATION,MEDIUM,YES,566E0CBD3AC5AA9683DE7EBFC23822E361239A99
LS-WS-0314,C171+C01,audit/WS_C171_C01_TICK_RISK_GUARD_PARAMETER_ADAPTER_REPAIR.md,4,Boundary,44,55,EVIDENCE,HIGH,YES,ACBF538F21FD35D2FCA6D9288127C47C447CBF2E
LS-WS-0314,C171+C01,audit/WS_C171_C01_TICK_RISK_GUARD_PARAMETER_ADAPTER_REPAIR.md,5,Next operator action,56,58,EVIDENCE,HIGH,YES,3404247D05E2961EDBC724C099A281CB2659366D
LS-WS-0315,C171+R2,audit/WS_C171_COMPARATIVE_OFFICIAL_IS_FAILURE_DIAGNOSTIC_AND_R2_HYPOTHESIS_LOCK.md,0,(preamble/title),1,2,CONTEXT,CONTEXT,YES,301E58CE478FC770ABC34A804F036D6F283205D0
LS-WS-0315,C171+R2,audit/WS_C171_COMPARATIVE_OFFICIAL_IS_FAILURE_DIAGNOSTIC_AND_R2_HYPOTHESIS_LOCK.md,1,Session identity,3,12,CONTEXT,HIGH,YES,899B094F0AC041503D28E0F30EA29A421D062CE4
LS-WS-0315,C171+R2,audit/WS_C171_COMPARATIVE_OFFICIAL_IS_FAILURE_DIAGNOSTIC_AND_R2_HYPOTHESIS_LOCK.md,2,Why this stage exists,13,18,FINDING,HIGH,YES,74CA6400C3B16596B780DF556C75550C054B10C5
LS-WS-0315,C171+R2,audit/WS_C171_COMPARATIVE_OFFICIAL_IS_FAILURE_DIAGNOSTIC_AND_R2_HYPOTHESIS_LOCK.md,3,Locked input identities,19,38,FINDING,MEDIUM,YES,584886B3F79CAA7B538CF89BA1F82797E083943F
LS-WS-0315,C171+R2,audit/WS_C171_COMPARATIVE_OFFICIAL_IS_FAILURE_DIAGNOSTIC_AND_R2_HYPOTHESIS_LOCK.md,4,Database dictionary and field ownership,39,59,FINDING,HIGH,YES,A229E08908D4F19DACFF5DD2562BF3CC65BF5B9E
LS-WS-0315,C171+R2,audit/WS_C171_COMPARATIVE_OFFICIAL_IS_FAILURE_DIAGNOSTIC_AND_R2_HYPOTHESIS_LOCK.md,5,Implemented service behavior,60,80,IMPLEMENTATION,HIGH,YES,812CD4B812517D86104D88435AD95E08526E2983
LS-WS-0315,C171+R2,audit/WS_C171_COMPARATIVE_OFFICIAL_IS_FAILURE_DIAGNOSTIC_AND_R2_HYPOTHESIS_LOCK.md,6,Output artifacts,81,95,FINDING,HIGH,YES,ED3E6B7E57CF8F61FA9F98E480157BB6C245092C
LS-WS-0315,C171+R2,audit/WS_C171_COMPARATIVE_OFFICIAL_IS_FAILURE_DIAGNOSTIC_AND_R2_HYPOTHESIS_LOCK.md,7,Hypothesis-lock rules,96,114,RESEARCH,HIGH,YES,BB9EB82C611426B024CC4BB780766A8A4FE9CE31
LS-WS-0315,C171+R2,audit/WS_C171_COMPARATIVE_OFFICIAL_IS_FAILURE_DIAGNOSTIC_AND_R2_HYPOTHESIS_LOCK.md,8,Fail-closed rules,115,126,FINDING,MEDIUM,YES,850B538C2083A832927013C3B965D89ACBB2D535
LS-WS-0315,C171+R2,audit/WS_C171_COMPARATIVE_OFFICIAL_IS_FAILURE_DIAGNOSTIC_AND_R2_HYPOTHESIS_LOCK.md,9,Forbidden actions,127,146,FINDING,HIGH,YES,6060CF2567A31074D688E90A340327385E633FC7
LS-WS-0315,C171+R2,audit/WS_C171_COMPARATIVE_OFFICIAL_IS_FAILURE_DIAGNOSTIC_AND_R2_HYPOTHESIS_LOCK.md,10,Validation status,147,156,FINDING,HIGH,YES,A95831B2EC398CB3F00FB3E32C1441463AC6D2EF
LS-WS-0316,C171,audit/WS_C171_COMPARATIVE_OFFICIAL_IS_FAILURE_DIAGNOSTIC_OPERATOR_COMMANDS.md,0,(preamble/title),1,2,CONTEXT,CONTEXT,NO,F3ECF612619DA6580AB0B6294A1940FA05773A67
LS-WS-0316,C171,audit/WS_C171_COMPARATIVE_OFFICIAL_IS_FAILURE_DIAGNOSTIC_OPERATOR_COMMANDS.md,1,1. Confirm database,3,10,EVIDENCE,HIGH,NO,88A286B876BD666AB0BBD2B10873B2E44733D532
LS-WS-0316,C171,audit/WS_C171_COMPARATIVE_OFFICIAL_IS_FAILURE_DIAGNOSTIC_OPERATOR_COMMANDS.md,2,2. Focused tests,11,39,EVIDENCE,HIGH,NO,AD6CF40B9DBBEA29BC33C3E687F7BB800583FFB8
LS-WS-0316,C171,audit/WS_C171_COMPARATIVE_OFFICIAL_IS_FAILURE_DIAGNOSTIC_OPERATOR_COMMANDS.md,3,3. Run diagnostic,40,90,FINDING,HIGH,NO,4B320BB04A784E332897E106EF7EB10A95019624
LS-WS-0316,C171,audit/WS_C171_COMPARATIVE_OFFICIAL_IS_FAILURE_DIAGNOSTIC_OPERATOR_COMMANDS.md,4,4. Hash all outputs,91,101,EVIDENCE,HIGH,NO,27F1C32A26CF69EFA833BE6F73ED58E2938124A2
LS-WS-0317,C171,audit/WS_C171_FINAL_BOUNDED_REMEDIATION_CATALOG_AND_CLOSURE_RULE_LOCK.md,0,(preamble/title),1,2,CONTEXT,CONTEXT,NO,0B1C43FC45D8D5CC2F095E623C01826332F422D8
LS-WS-0317,C171,audit/WS_C171_FINAL_BOUNDED_REMEDIATION_CATALOG_AND_CLOSURE_RULE_LOCK.md,1,Decision,3,28,RESEARCH,HIGH,NO,F615B4CE14FE1964224668A626B6F1BD77D78826
LS-WS-0317,C171,audit/WS_C171_FINAL_BOUNDED_REMEDIATION_CATALOG_AND_CLOSURE_RULE_LOCK.md,2,Closure rule,29,42,RESEARCH,MEDIUM,NO,D29AF4EC94EEDFFEDC7F0441F9BA628C4928A9E7
LS-WS-0317,C171,audit/WS_C171_FINAL_BOUNDED_REMEDIATION_CATALOG_AND_CLOSURE_RULE_LOCK.md,3,Operator outcome,43,45,RESEARCH,HIGH,NO,2FAA4B4665222921D3CC574D636BE47D4F8F86AE
LS-WS-0318,C171,audit/WS_C171_FINAL_BOUNDED_REMEDIATION_OPERATOR_COMMANDS.md,0,(preamble/title),1,4,CONTEXT,CONTEXT,NO,7937261DC42AA408BAA37B924E37F9E5B070CD26
LS-WS-0318,C171,audit/WS_C171_FINAL_BOUNDED_REMEDIATION_OPERATOR_COMMANDS.md,1,Focused validation,5,17,EVIDENCE,HIGH,NO,A97AD461A95479835D5404C9E1995511ECAA187B
