legacy_source_id,original_path,original_sha1,current_primary_path,current_role,source_storage_policy,current_verification_effect,notes,semantic_audit_status,split_extract_count,split_index
LS-MD-0156,evidence/tests/correction_failed_reseal_no_switch/evidence_admission.json,FA112F5B15891E4AB581D38EBD87D206CC25AF63,records/evidence/legacy/tests/correction_failed_reseal_no_switch/evidence_admission.json,EVIDENCE,MOVED_TO_ROLE_PRIMARY,HISTORICAL_ONLY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0157,evidence/tests/correction_failed_reseal_no_switch/test_result.json,366BD81F514E4907F44106CF0FF712349FE88FF0,records/evidence/legacy/tests/correction_failed_reseal_no_switch/test_result.json,EVIDENCE,MOVED_TO_ROLE_PRIMARY,HISTORICAL_ONLY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0158,evidence/tests/hash_same_content_same_hash/evidence_admission.json,4E7B7407F4173C42FE99933AFFD2881F47FEB33E,records/evidence/legacy/tests/hash_same_content_same_hash/evidence_admission.json,EVIDENCE,MOVED_TO_ROLE_PRIMARY,HISTORICAL_ONLY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0159,evidence/tests/hash_same_content_same_hash/test_result.json,7D0C28745A34FDA548145F8815DAA61FB9C27D62,records/evidence/legacy/tests/hash_same_content_same_hash/test_result.json,EVIDENCE,MOVED_TO_ROLE_PRIMARY,HISTORICAL_ONLY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0160,evidence/trading_status/stage_8_idx_long_suspension_2026-06-30_v1.json,6041F2B02E634B5BF4B7C0B40CB05C6C860FF0C6,records/evidence/legacy/trading_status/stage_8_idx_long_suspension_2026-06-30_v1.json,EVIDENCE,MOVED_TO_ROLE_PRIMARY,HISTORICAL_ONLY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0161,examples/ARCHIVED_EVIDENCE_FOLDER_STRUCTURE_LOCKED.md,0747973DD748927D6E1C17BC3A9E113303CA2088,development/implementation/examples/legacy/ARCHIVED_EVIDENCE_FOLDER_STRUCTURE_LOCKED.md,IMPLEMENTATION_EXAMPLE,MOVED_TO_ROLE_PRIMARY,NOT_ASSESSED_REVALIDATION_REQUIRED,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0162,examples/Executed_Correction_Diff_Example_LOCKED.md,1F6536676CCFF853D81B8AE312F94BD462009036,development/implementation/examples/legacy/Executed_Correction_Diff_Example_LOCKED.md,IMPLEMENTATION_EXAMPLE,MOVED_TO_ROLE_PRIMARY,NOT_ASSESSED_REVALIDATION_REQUIRED,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0163,examples/Executed_Publication_Manifest_Example_LOCKED.md,9B3E5CEFC7EFCD9747A8CC0BA7234505B2EF6084,development/implementation/examples/legacy/Executed_Publication_Manifest_Example_LOCKED.md,IMPLEMENTATION_EXAMPLE,MOVED_TO_ROLE_PRIMARY,NOT_ASSESSED_REVALIDATION_REQUIRED,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0164,examples/Executed_Replay_Evidence_Example_LOCKED.md,3ABBA7451A677E45997570F2C790D08B70AED6E1,development/implementation/examples/legacy/Executed_Replay_Evidence_Example_LOCKED.md,IMPLEMENTATION_EXAMPLE,MOVED_TO_ROLE_PRIMARY,NOT_ASSESSED_REVALIDATION_REQUIRED,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0165,examples/Executed_Run_Evidence_Bundle_Example_LOCKED.md,4B56A967C1CFC88A1E0A14C5FB1708DA2E0EC6D6,development/implementation/examples/legacy/Executed_Run_Evidence_Bundle_Example_LOCKED.md,IMPLEMENTATION_EXAMPLE,MOVED_TO_ROLE_PRIMARY,NOT_ASSESSED_REVALIDATION_REQUIRED,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0166,examples/Executed_Test_Run_Example_LOCKED.md,E522346D7BF4A12FB61223ABEC95DA9CAB33E12E,development/implementation/examples/legacy/Executed_Test_Run_Example_LOCKED.md,IMPLEMENTATION_EXAMPLE,MOVED_TO_ROLE_PRIMARY,NOT_ASSESSED_REVALIDATION_REQUIRED,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0167,examples/README.md,D1933D72EB261D7A6CD37FE37D68675DDF986CFD,development/implementation/examples/legacy/README.md,IMPLEMENTATION_EXAMPLE,MOVED_TO_ROLE_PRIMARY,NOT_ASSESSED_REVALIDATION_REQUIRED,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0168,indicators/EOD_Indicators_Formula_Spec.md,F72C7BFD4657D1450A50D710C8CE6C7BB6E9696A,authority/strategy/indicators/EOD_Indicators_Formula_Spec.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0169,indicators/Indicator_Computation_Specification.md,9837A0212E672292EBA55755B70B59892AC6B097,authority/strategy/indicators/Indicator_Computation_Specification.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0170,ops/Archived_Actual_Execution_Evidence_Contract_LOCKED.md,A4F20DDC13F3B552646DADB3798CC9D50374594E,authority/strategy/ops/Archived_Actual_Execution_Evidence_Contract_LOCKED.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0171,ops/Audit_Evidence_Pack_Contract_LOCKED.md,0B1739489EA556F9607AF0B962348E9EA6199876,authority/strategy/ops/Audit_Evidence_Pack_Contract_LOCKED.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0172,ops/Audit_Query_Cookbook_LOCKED.md,968D6A1E6F55CE346F309A18D8DC58596D5FFF41,development/implementation/ops/Audit_Query_Cookbook_LOCKED.md,IMPLEMENTATION_GUIDANCE,MOVED_TO_ROLE_PRIMARY,NOT_ASSESSED_REVALIDATION_REQUIRED,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0173,ops/Bootstrap_and_Backfill_Runbook_LOCKED.md,F951ADF91550A083E6DC09FA0EBB2BFF1896E155,development/implementation/ops/Bootstrap_and_Backfill_Runbook_LOCKED.md,IMPLEMENTATION_GUIDANCE,MOVED_TO_ROLE_PRIMARY,NOT_ASSESSED_REVALIDATION_REQUIRED,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0174,ops/COMMAND_SURFACE_SAFETY_INVENTORY.md,4A1D5DF36286F6499A44A9A6E49E45976F3253D1,,SPLIT_LEGACY_SOURCE,REMOVED_AFTER_FULL_SEMANTIC_SPLIT,HISTORICAL_ONLY,100% exact source-range coverage sealed in LEGACY_SPLIT_INDEX.csv and LEGACY_SPLIT_RECONSTRUCTION_INDEX.csv,FULL_SPLIT_SEALED,6,LEGACY_SPLIT_INDEX.csv
LS-MD-0184,ops/Commands_and_Runbook_LOCKED.md,4428F3611A536ECB6BAED4FB00D59A5031B0AA74,authority/strategy/ops/Commands_and_Runbook_LOCKED.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0185,ops/Config_Change_Protocol_LOCKED.md,FBAC0291FEA9C1C4B073C44A62BF46D6198BA0CC,authority/strategy/ops/Config_Change_Protocol_LOCKED.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0186,ops/Credentials_and_Secrets_Contract.md,BD75710F5EE9183EEE6F98EF243C47E3AF078BFA,authority/strategy/ops/Credentials_and_Secrets_Contract.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0187,ops/Daily_Pipeline_Execution_and_Sealing_Runbook_LOCKED.md,2FEE94EE5FDE6C2CE29C54E60DD423B9E2070171,development/implementation/ops/Daily_Pipeline_Execution_and_Sealing_Runbook_LOCKED.md,IMPLEMENTATION_GUIDANCE,MOVED_TO_ROLE_PRIMARY,NOT_ASSESSED_REVALIDATION_REQUIRED,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0188,ops/Error_Taxonomy_and_Run_Status_Decision_Table_LOCKED.md,92B4154C9DBD2CB2C3CC1DE625152F2A13F8D0DE,authority/strategy/ops/Error_Taxonomy_and_Run_Status_Decision_Table_LOCKED.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0189,ops/Executed_Run_Admission_Criteria_LOCKED.md,16A5B0AEBC4157FF3414FD1CCF06235D85B5DFF3,authority/strategy/ops/Executed_Run_Admission_Criteria_LOCKED.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0190,ops/Failure_Playbook_LOCKED.md,4F901F134DC7B5E82CEE174CE11F773F2ECFC63C,development/implementation/ops/Failure_Playbook_LOCKED.md,IMPLEMENTATION_GUIDANCE,MOVED_TO_ROLE_PRIMARY,NOT_ASSESSED_REVALIDATION_REQUIRED,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0191,ops/Historical_Correction_Runbook_LOCKED.md,54C0625ECFF018B30CB5A67FDE87DA54CF025B46,development/implementation/ops/Historical_Correction_Runbook_LOCKED.md,IMPLEMENTATION_GUIDANCE,MOVED_TO_ROLE_PRIMARY,NOT_ASSESSED_REVALIDATION_REQUIRED,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0192,ops/History_Table_Immutability_Guards_LOCKED.sql,2294F27FB6F7CD12414A4FFE94A6775E8D2026A3,development/implementation/ops/History_Table_Immutability_Guards_LOCKED.sql,IMPLEMENTATION_GUIDANCE,MOVED_TO_ROLE_PRIMARY,NOT_ASSESSED_REVALIDATION_REQUIRED,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0193,ops/IMPLEMENTATION_GUIDE.md,B1C243C0495F656521E520460BA2D8DB0473686A,development/implementation/ops/IMPLEMENTATION_GUIDE.md,IMPLEMENTATION_GUIDANCE,MOVED_TO_ROLE_PRIMARY,NOT_ASSESSED_REVALIDATION_REQUIRED,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0194,ops/Incident_Classification_and_Response_Matrix_LOCKED.md,4807F1AC422E996EC04951E7CA0BE6BBBE9B1FEB,authority/strategy/ops/Incident_Classification_and_Response_Matrix_LOCKED.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0197,ops/LOGGING_TRACEABILITY_REASON_CODES_INVENTORY.md,A1940E4465EB5BE5C45139CB797981907401A453,,SPLIT_LEGACY_SOURCE,REMOVED_AFTER_FULL_SEMANTIC_SPLIT,HISTORICAL_ONLY,100% exact source-range coverage sealed in LEGACY_SPLIT_INDEX.csv and LEGACY_SPLIT_RECONSTRUCTION_INDEX.csv,FULL_SPLIT_SEALED,4,LEGACY_SPLIT_INDEX.csv
LS-MD-0195,ops/Locking_Implementation_Standard_LOCKED.md,68C4D47E37CEC7426C8DB16BB6F9FD6A79AC2D1D,development/implementation/ops/Locking_Implementation_Standard_LOCKED.md,IMPLEMENTATION_GUIDANCE,MOVED_TO_ROLE_PRIMARY,NOT_ASSESSED_REVALIDATION_REQUIRED,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0196,ops/Logging_Schema_JSON_LOCKED.md,174C13F5F636C59D3A454FA8E4EAEBD761D902BE,development/implementation/ops/Logging_Schema_JSON_LOCKED.md,IMPLEMENTATION_GUIDANCE,MOVED_TO_ROLE_PRIMARY,NOT_ASSESSED_REVALIDATION_REQUIRED,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0199,ops/OPERATIONAL_RUNBOOK.md,2C25F532C2559924577739109EA36A9DE7267112,development/implementation/ops/OPERATIONAL_RUNBOOK.md,IMPLEMENTATION_GUIDANCE,MOVED_TO_ROLE_PRIMARY,NOT_ASSESSED_REVALIDATION_REQUIRED,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0201,ops/OPS_ENVIRONMENT_BASELINE.md,4CD43340DAE04A7BB47B9DBDD430FACBC6FCAEF5,,SPLIT_LEGACY_SOURCE,REMOVED_AFTER_FULL_SEMANTIC_SPLIT,HISTORICAL_ONLY,100% exact source-range coverage sealed in LEGACY_SPLIT_INDEX.csv and LEGACY_SPLIT_RECONSTRUCTION_INDEX.csv,FULL_SPLIT_SEALED,6,LEGACY_SPLIT_INDEX.csv
LS-MD-0198,ops/Observability_Minimum_Contract_LOCKED.md,D4603CC806C63DA66F926BC34165F94252045542,authority/strategy/ops/Observability_Minimum_Contract_LOCKED.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0200,ops/Operator_Decision_Trees_LOCKED.md,FCB64429D4A520D95127800A9EBB87F100030B4E,authority/strategy/ops/Operator_Decision_Trees_LOCKED.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0202,ops/Performance_SLO_and_Limits_LOCKED.md,29B65C554AF9BEA3742E11823A82D41DFBA11208,authority/strategy/ops/Performance_SLO_and_Limits_LOCKED.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0208,ops/RUN_PUBLICATION_POINTER_LINKAGE_INVENTORY.md,D27A829A793A182A7BEF9796B85546AC7329B73A,,SPLIT_LEGACY_SOURCE,REMOVED_AFTER_FULL_SEMANTIC_SPLIT,HISTORICAL_ONLY,100% exact source-range coverage sealed in LEGACY_SPLIT_INDEX.csv and LEGACY_SPLIT_RECONSTRUCTION_INDEX.csv,FULL_SPLIT_SEALED,3,LEGACY_SPLIT_INDEX.csv
LS-MD-0203,ops/Release_Gates_LOCKED.md,E2C5D627AAC62E1C58735DEA7433DCC336B1DD98,authority/strategy/ops/Release_Gates_LOCKED.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0204,ops/Resumable_Backfill_Contract_LOCKED.md,689572A8815FC6D9FB6894A3E252CC6FB6A70F4B,authority/strategy/ops/Resumable_Backfill_Contract_LOCKED.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0205,ops/Run_Artifacts_Format_LOCKED.md,4D5A48BCAE4046BE1385B941DFE566CF5B9672A9,authority/strategy/ops/Run_Artifacts_Format_LOCKED.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0206,ops/Run_Execution_Evidence_Pack_Contract_LOCKED.md,FFA1C871D67F76E0171FD9FD40AB5083A13DC18F,authority/strategy/ops/Run_Execution_Evidence_Pack_Contract_LOCKED.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0207,ops/Run_Ownership_and_Recovery_LOCKED.md,2E16C17FDBC4E916FE9E57C3508CCC27A123E0BC,authority/strategy/ops/Run_Ownership_and_Recovery_LOCKED.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0209,ops/Scheduling_and_Locking_Contract_LOCKED.md,A20EB0B337834E2CB896F871B0DA97456FE9446B,authority/strategy/ops/Scheduling_and_Locking_Contract_LOCKED.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0175,ops/commands/01_DAILY_PIPELINE.md,DAB5198E14C3C211FC44D2B7BF7B86A8758096D0,development/implementation/ops/commands/01_DAILY_PIPELINE.md,IMPLEMENTATION_GUIDANCE,MOVED_TO_ROLE_PRIMARY,NOT_ASSESSED_REVALIDATION_REQUIRED,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0176,ops/commands/02_IMPORT_DATA.md,EB63C6C735DD89924E693115DE22D45AE3DB0927,development/implementation/ops/commands/02_IMPORT_DATA.md,IMPLEMENTATION_GUIDANCE,MOVED_TO_ROLE_PRIMARY,NOT_ASSESSED_REVALIDATION_REQUIRED,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0177,ops/commands/03_PROCESS_DATASET.md,6A7457278256D9BC6943A268545D87F042BC9817,development/implementation/ops/commands/03_PROCESS_DATASET.md,IMPLEMENTATION_GUIDANCE,MOVED_TO_ROLE_PRIMARY,NOT_ASSESSED_REVALIDATION_REQUIRED,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0178,ops/commands/04_FINALIZE_AND_PUBLISH.md,8D25208FE3B3E05BA02B1BD9548C02EE54CF2160,development/implementation/ops/commands/04_FINALIZE_AND_PUBLISH.md,IMPLEMENTATION_GUIDANCE,MOVED_TO_ROLE_PRIMARY,NOT_ASSESSED_REVALIDATION_REQUIRED,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0179,ops/commands/05_BACKFILL.md,7D024D1A49999C8FD30899BF32AC78581D6AE221,,SPLIT_LEGACY_SOURCE,REMOVED_AFTER_FULL_SEMANTIC_SPLIT,HISTORICAL_ONLY,100% exact source-range coverage sealed in LEGACY_SPLIT_INDEX.csv and LEGACY_SPLIT_RECONSTRUCTION_INDEX.csv,FULL_SPLIT_SEALED,12,LEGACY_SPLIT_INDEX.csv
LS-MD-0180,ops/commands/06_CORRECTION.md,ACE96468A4193A1B93A69CAFAFD4DAEE4144D903,development/implementation/ops/commands/06_CORRECTION.md,IMPLEMENTATION_GUIDANCE,MOVED_TO_ROLE_PRIMARY,NOT_ASSESSED_REVALIDATION_REQUIRED,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0181,ops/commands/07_REPLAY_AND_EVIDENCE.md,69ACD8C419949E186A34113EFB82E20FF9E2C0CD,development/implementation/ops/commands/07_REPLAY_AND_EVIDENCE.md,IMPLEMENTATION_GUIDANCE,MOVED_TO_ROLE_PRIMARY,NOT_ASSESSED_REVALIDATION_REQUIRED,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0182,ops/commands/08_SESSION_SNAPSHOT.md,9BA58A88F2700119830D4E006D2F97BB5DFAF8E7,development/implementation/ops/commands/08_SESSION_SNAPSHOT.md,IMPLEMENTATION_GUIDANCE,MOVED_TO_ROLE_PRIMARY,NOT_ASSESSED_REVALIDATION_REQUIRED,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0183,ops/commands/README.md,A062A30EBA5E4C426F3E0BD2DEAF7BB0B5109556,development/implementation/ops/commands/README.md,IMPLEMENTATION_GUIDANCE,MOVED_TO_ROLE_PRIMARY,NOT_ASSESSED_REVALIDATION_REQUIRED,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0210,patches/README.md,BB5EBE47ACC0D12B4B54A92F3E6ED4DC53B92143,records/history/archive/patches/README.md,HISTORY,MOVED_TO_ROLE_PRIMARY,HISTORICAL_ONLY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0211,patches/TRADING_STATUS_NON_EXCLUSION_CLEAR_PATCH.md,D7FA2DA1E496AD9DA1448E9736FD87DDADE28E6C,,SPLIT_LEGACY_SOURCE,REMOVED_AFTER_FULL_SEMANTIC_SPLIT,HISTORICAL_ONLY,100% exact source-range coverage sealed in LEGACY_SPLIT_INDEX.csv and LEGACY_SPLIT_RECONSTRUCTION_INDEX.csv,FULL_SPLIT_SEALED,4,LEGACY_SPLIT_INDEX.csv
LS-MD-0212,patches/TRADING_STATUS_SEMANTICS_LONG_SUSPENSION_CLOSURE_2026_07_02.md,A26CB394EAA179AFC224499200FE3C7B5AAE0E7B,,SPLIT_LEGACY_SOURCE,REMOVED_AFTER_FULL_SEMANTIC_SPLIT,HISTORICAL_ONLY,100% exact source-range coverage sealed in LEGACY_SPLIT_INDEX.csv and LEGACY_SPLIT_RECONSTRUCTION_INDEX.csv,FULL_SPLIT_SEALED,6,LEGACY_SPLIT_INDEX.csv
LS-MD-0213,patches/TRADING_STATUS_SOURCE_MODEL_SIMPLIFICATION_2026_07_02.md,3A438F772827F234842C4CCDEBFE8AB9A783C588,,SPLIT_LEGACY_SOURCE,REMOVED_AFTER_FULL_SEMANTIC_SPLIT,HISTORICAL_ONLY,100% exact source-range coverage sealed in LEGACY_SPLIT_INDEX.csv and LEGACY_SPLIT_RECONSTRUCTION_INDEX.csv,FULL_SPLIT_SEALED,6,LEGACY_SPLIT_INDEX.csv
LS-MD-0215,registry/Corporate_Action_Type_Registry_LOCKED.md,A96DFA722A9480CE0D499EA54673C0B637DE8ADB,authority/strategy/registry/Corporate_Action_Type_Registry_LOCKED.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0216,registry/Exchange_Market_Structure_Facts_LOCKED.md,9941E7163806F1B985AF1BA6D5028081B1D082AF,authority/strategy/registry/Exchange_Market_Structure_Facts_LOCKED.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0217,registry/Indicator_Registry_Baseline_LOCKED.md,3A19AB8F61FD1788B2FAE29D1F1ADE429DB9FE40,authority/strategy/registry/Indicator_Registry_Baseline_LOCKED.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0218,registry/Platform_Config_Registry_LOCKED.md,6B61EE4D591054BAF3F44BFE7AD159AD09DF1E36,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0219,registry/Price_Adjustment_Contract_LOCKED.md,303A8523DDC42DF2A3E7BDD22BEBC5547D99D7FF,authority/strategy/registry/Price_Adjustment_Contract_LOCKED.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0220,registry/Price_Scale_Break_Detection_LOCKED.md,653297FE2D3C79E3376549918B6FC6A2EE796F77,authority/strategy/registry/Price_Scale_Break_Detection_LOCKED.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0221,registry/Reason_Codes_Registry.md,19E607D87B1A5E493DEB2756426746022681EC38,authority/strategy/registry/Reason_Codes_Registry.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0222,registry/Reason_Codes_Seed.sql,5371801AC4BA46D132B2B4321B1D101DCFD8969D,development/implementation/db/registry/Reason_Codes_Seed.sql,IMPLEMENTATION_DB,MOVED_TO_ROLE_PRIMARY,NOT_ASSESSED_REVALIDATION_REQUIRED,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0223,registry/Volume_and_Turnover_Normalization_LOCKED.md,8863399D0A5EDB40CDEC2594B29EDCEA1A5A9B00,authority/strategy/registry/Volume_and_Turnover_Normalization_LOCKED.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0224,session_snapshot/Session_Snapshot_Contract_LOCKED.md,805DB06F231E40AB8C501370F200239F06FEBD08,authority/strategy/session_snapshot/Session_Snapshot_Contract_LOCKED.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0225,session_snapshot/Session_Snapshot_Date_Alignment_with_Effective_Date_LOCKED.md,14E373EDB6D1CA53A8550EDF0BAD53D77B514113,authority/strategy/session_snapshot/Session_Snapshot_Date_Alignment_with_Effective_Date_LOCKED.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0226,session_snapshot/Session_Snapshot_Retention_Defaults_LOCKED.md,DE89005539719AD5058094599436342A53628714,authority/strategy/session_snapshot/Session_Snapshot_Retention_Defaults_LOCKED.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0227,session_snapshot/Session_Snapshot_Scope_Selection_and_Dependencies_LOCKED.md,E0EAD95D45259C4069739EECB7439B03039E11D9,authority/strategy/session_snapshot/Session_Snapshot_Scope_Selection_and_Dependencies_LOCKED.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0228,session_snapshot/Snapshot_Slot_Tolerances_and_Session_Rules_LOCKED.md,0DFD74697D1D8A7CCBED1528E81D3F9091BED393,authority/strategy/session_snapshot/Snapshot_Slot_Tolerances_and_Session_Rules_LOCKED.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0229,system/README.md,79F56CCA21C43E5B9DCAD658BD234D0192508EFB,development/implementation/guides/system/README.md,IMPLEMENTATION_GUIDANCE,MOVED_TO_ROLE_PRIMARY,NOT_ASSESSED_REVALIDATION_REQUIRED,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0230,system/SYSTEM_ARTIFACT_MAP.md,DE8DA91F4288D5DF0926135CC5F7B2BC60CD7B3F,development/implementation/guides/system/SYSTEM_ARTIFACT_MAP.md,IMPLEMENTATION_GUIDANCE,MOVED_TO_ROLE_PRIMARY,NOT_ASSESSED_REVALIDATION_REQUIRED,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0231,system/SYSTEM_BOUNDARY.md,3A05A2016E17444C4CB65234315C472C4EDA6AA0,development/implementation/guides/system/SYSTEM_BOUNDARY.md,IMPLEMENTATION_GUIDANCE,MOVED_TO_ROLE_PRIMARY,NOT_ASSESSED_REVALIDATION_REQUIRED,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0232,system/SYSTEM_CONTEXT_AND_DEPENDENCIES.md,C033FF82E11FB607DA79720E2456112C1A021837,development/implementation/guides/system/SYSTEM_CONTEXT_AND_DEPENDENCIES.md,IMPLEMENTATION_GUIDANCE,MOVED_TO_ROLE_PRIMARY,NOT_ASSESSED_REVALIDATION_REQUIRED,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0233,system/SYSTEM_DATA_PRODUCT_MAP.md,79CB34A0E4B5C718A9FD4F61D83B3385F3F5EA84,development/implementation/guides/system/SYSTEM_DATA_PRODUCT_MAP.md,IMPLEMENTATION_GUIDANCE,MOVED_TO_ROLE_PRIMARY,NOT_ASSESSED_REVALIDATION_REQUIRED,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0234,system/SYSTEM_OVERVIEW.md,F1FE58A76373DD291835D22E07279CDD0B252FF6,development/implementation/guides/system/SYSTEM_OVERVIEW.md,IMPLEMENTATION_GUIDANCE,MOVED_TO_ROLE_PRIMARY,NOT_ASSESSED_REVALIDATION_REQUIRED,,SINGLE_ROLE_OR_FROZEN,0,
