legacy_source_id,original_path,source_sha1,section_start_line,section_end_line,heading,semantic_role,material_role,audit_disposition
LS-MD-0088,book/Historical_Correction_and_Reseal_Contract_LOCKED.md,3E6C8B81F391A848822415981C9DED121148EE80,84,95,Publication version rule (LOCKED),STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0088,book/Historical_Correction_and_Reseal_Contract_LOCKED.md,3E6C8B81F391A848822415981C9DED121148EE80,96,106,Unchanged-content rerun rule (LOCKED),STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0088,book/Historical_Correction_and_Reseal_Contract_LOCKED.md,3E6C8B81F391A848822415981C9DED121148EE80,107,115,Supersession rule (LOCKED),STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0088,book/Historical_Correction_and_Reseal_Contract_LOCKED.md,3E6C8B81F391A848822415981C9DED121148EE80,116,123,Consumer read rule (LOCKED),STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0088,book/Historical_Correction_and_Reseal_Contract_LOCKED.md,3E6C8B81F391A848822415981C9DED121148EE80,124,136,Reseal rule (LOCKED),STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0088,book/Historical_Correction_and_Reseal_Contract_LOCKED.md,3E6C8B81F391A848822415981C9DED121148EE80,137,147,Minimum comparison evidence for correction (LOCKED),STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0088,book/Historical_Correction_and_Reseal_Contract_LOCKED.md,3E6C8B81F391A848822415981C9DED121148EE80,148,157,Minimum questions correction evidence must answer,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0088,book/Historical_Correction_and_Reseal_Contract_LOCKED.md,3E6C8B81F391A848822415981C9DED121148EE80,158,166,Failed correction rule (LOCKED),STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0088,book/Historical_Correction_and_Reseal_Contract_LOCKED.md,3E6C8B81F391A848822415981C9DED121148EE80,167,174,Historical replay requirement (LOCKED),STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0088,book/Historical_Correction_and_Reseal_Contract_LOCKED.md,3E6C8B81F391A848822415981C9DED121148EE80,175,184,Audit requirement (LOCKED),STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0088,book/Historical_Correction_and_Reseal_Contract_LOCKED.md,3E6C8B81F391A848822415981C9DED121148EE80,185,187,Anti-drift rule (LOCKED),STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0088,book/Historical_Correction_and_Reseal_Contract_LOCKED.md,3E6C8B81F391A848822415981C9DED121148EE80,188,199,Capability boundary (LOCKED),STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0088,book/Historical_Correction_and_Reseal_Contract_LOCKED.md,3E6C8B81F391A848822415981C9DED121148EE80,200,208,See also,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0088,book/Historical_Correction_and_Reseal_Contract_LOCKED.md,3E6C8B81F391A848822415981C9DED121148EE80,209,221,Amendment 2026-05-27 - Out-of-order import impact execution,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0088,book/Historical_Correction_and_Reseal_Contract_LOCKED.md,3E6C8B81F391A848822415981C9DED121148EE80,222,226,Amendment 2026-05-27 - Non-readable impact publication reprocess,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0089,book/Import_Promote_Separation_Contract.md,F79FF1A3D106029F9A76793BDB1FFD9E1941FF4A,1,6,Import vs Promote Separation Contract,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0089,book/Import_Promote_Separation_Contract.md,F79FF1A3D106029F9A76793BDB1FFD9E1941FF4A,7,10,Final rule,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0089,book/Import_Promote_Separation_Contract.md,F79FF1A3D106029F9A76793BDB1FFD9E1941FF4A,11,17,Runtime ownership,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0089,book/Import_Promote_Separation_Contract.md,F79FF1A3D106029F9A76793BDB1FFD9E1941FF4A,18,27,Allowed request modes,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0089,book/Import_Promote_Separation_Contract.md,F79FF1A3D106029F9A76793BDB1FFD9E1941FF4A,28,52,Import-only side-effect boundary,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0089,book/Import_Promote_Separation_Contract.md,F79FF1A3D106029F9A76793BDB1FFD9E1941FF4A,53,56,Promote gate boundary,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0089,book/Import_Promote_Separation_Contract.md,F79FF1A3D106029F9A76793BDB1FFD9E1941FF4A,57,60,Evidence and replay boundary,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0089,book/Import_Promote_Separation_Contract.md,F79FF1A3D106029F9A76793BDB1FFD9E1941FF4A,61,63,Capability boundary scope (LOCKED),STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0090,book/INDEX.md,7449D43B52C0652DC2279843BEBD9B1A56ECE3B8,1,2,Book Index — Market Data Platform (EOD),HISTORY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0090,book/INDEX.md,7449D43B52C0652DC2279843BEBD9B1A56ECE3B8,3,11,"Core scope, terminology, and boundary invariants",HISTORY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0090,book/INDEX.md,7449D43B52C0652DC2279843BEBD9B1A56ECE3B8,12,17,"Consumer readability, publication, and determinism",HISTORY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0090,book/INDEX.md,7449D43B52C0652DC2279843BEBD9B1A56ECE3B8,18,23,"Publication identity, pointer integrity, switch safety, and correction integrity",HISTORY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0090,book/INDEX.md,7449D43B52C0652DC2279843BEBD9B1A56ECE3B8,24,31,Core dependencies and universe foundations,HISTORY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0090,book/INDEX.md,7449D43B52C0652DC2279843BEBD9B1A56ECE3B8,32,42,Source acquisition and canonical data,HISTORY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0090,book/INDEX.md,7449D43B52C0652DC2279843BEBD9B1A56ECE3B8,43,56,Indicators and adjustments,HISTORY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0090,book/INDEX.md,7449D43B52C0652DC2279843BEBD9B1A56ECE3B8,57,70,"Run readiness, effective date, and consumer safety",HISTORY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0090,book/INDEX.md,7449D43B52C0652DC2279843BEBD9B1A56ECE3B8,71,73,Supporting datasets,HISTORY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0090,book/INDEX.md,7449D43B52C0652DC2279843BEBD9B1A56ECE3B8,74,80,Replay and semantic proof,HISTORY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0090,book/INDEX.md,7449D43B52C0652DC2279843BEBD9B1A56ECE3B8,81,92,Normative companion folders,HISTORY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0090,book/INDEX.md,7449D43B52C0652DC2279843BEBD9B1A56ECE3B8,93,97,Companion review folders,HISTORY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0090,book/INDEX.md,7449D43B52C0652DC2279843BEBD9B1A56ECE3B8,98,100,Freeze note,HISTORY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0090,book/INDEX.md,7449D43B52C0652DC2279843BEBD9B1A56ECE3B8,101,111,Evidence note,HISTORY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0091,book/Indicator_Nullability_And_OHLCV_Gap_Contract.md,3A4EAC7F640B4340F0030AB6AA16C37F988810D7,1,2,Indicator Nullability and OHLCV Gap Contract (LOCKED),STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0091,book/Indicator_Nullability_And_OHLCV_Gap_Contract.md,3A4EAC7F640B4340F0030AB6AA16C37F988810D7,3,13,Core rules,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0091,book/Indicator_Nullability_And_OHLCV_Gap_Contract.md,3A4EAC7F640B4340F0030AB6AA16C37F988810D7,14,19,Reason separation,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0091,book/Indicator_Nullability_And_OHLCV_Gap_Contract.md,3A4EAC7F640B4340F0030AB6AA16C37F988810D7,20,25,Publication behavior,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0091,book/Indicator_Nullability_And_OHLCV_Gap_Contract.md,3A4EAC7F640B4340F0030AB6AA16C37F988810D7,26,29,Acceptance criterion,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0091,book/Indicator_Nullability_And_OHLCV_Gap_Contract.md,3A4EAC7F640B4340F0030AB6AA16C37F988810D7,30,40,Capability boundary (LOCKED),STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0092,book/Indicator_Recompute_Source_Scope_Contract.md,7A87F7F50F6095965AC35F12AC1656139BD6B262,1,2,Indicator Recompute Source Scope Contract (LOCKED),STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0092,book/Indicator_Recompute_Source_Scope_Contract.md,7A87F7F50F6095965AC35F12AC1656139BD6B262,3,10,Purpose,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0092,book/Indicator_Recompute_Source_Scope_Contract.md,7A87F7F50F6095965AC35F12AC1656139BD6B262,11,24,Source/master read-only rule,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0092,book/Indicator_Recompute_Source_Scope_Contract.md,7A87F7F50F6095965AC35F12AC1656139BD6B262,25,41,Publication-bound recompute rule,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0092,book/Indicator_Recompute_Source_Scope_Contract.md,7A87F7F50F6095965AC35F12AC1656139BD6B262,42,46,Technical-only mode boundary,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0092,book/Indicator_Recompute_Source_Scope_Contract.md,7A87F7F50F6095965AC35F12AC1656139BD6B262,47,57,Current command surface rule,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0092,book/Indicator_Recompute_Source_Scope_Contract.md,7A87F7F50F6095965AC35F12AC1656139BD6B262,58,60,Non-error indicator rule,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0092,book/Indicator_Recompute_Source_Scope_Contract.md,7A87F7F50F6095965AC35F12AC1656139BD6B262,61,72,Runtime lock evidence,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0093,book/Invalid_Bar_Storage_Policy_LOCKED.md,B7EAFDFBF4378902E5BB6B6AA4B0B87AB6C4AAB3,1,7,Invalid Bar Storage Policy (LOCKED),STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0093,book/Invalid_Bar_Storage_Policy_LOCKED.md,B7EAFDFBF4378902E5BB6B6AA4B0B87AB6C4AAB3,8,10,Capability boundary scope (LOCKED),STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0094,book/Manual_File_Publishability_Policy_LOCKED.md,6D9134E20165BA0E5586E965E3BA00E60B7E1E23,1,8,Manual File Publishability Policy LOCKED,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0094,book/Manual_File_Publishability_Policy_LOCKED.md,6D9134E20165BA0E5586E965E3BA00E60B7E1E23,9,25,1. Final Policy,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0094,book/Manual_File_Publishability_Policy_LOCKED.md,6D9134E20165BA0E5586E965E3BA00E60B7E1E23,26,73,2. Policy Options Reviewed,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0094,book/Manual_File_Publishability_Policy_LOCKED.md,6D9134E20165BA0E5586E965E3BA00E60B7E1E23,74,86,3. Publishability State Contract,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0094,book/Manual_File_Publishability_Policy_LOCKED.md,6D9134E20165BA0E5586E965E3BA00E60B7E1E23,87,104,4. Coverage Interaction,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0094,book/Manual_File_Publishability_Policy_LOCKED.md,6D9134E20165BA0E5586E965E3BA00E60B7E1E23,105,141,5. Manual File Behavior,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0094,book/Manual_File_Publishability_Policy_LOCKED.md,6D9134E20165BA0E5586E965E3BA00E60B7E1E23,142,152,6. Current Publication Integrity,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0094,book/Manual_File_Publishability_Policy_LOCKED.md,6D9134E20165BA0E5586E965E3BA00E60B7E1E23,153,170,7. Evidence and Replay Contract,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0094,book/Manual_File_Publishability_Policy_LOCKED.md,6D9134E20165BA0E5586E965E3BA00E60B7E1E23,171,177,8. Done Criteria,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0095,book/Market_Calendar_Requirements_Contract.md,677C75EA4A2E50934D7003585393A85D67AB2D45,1,2,Market Calendar Requirements Contract (LOCKED),STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0095,book/Market_Calendar_Requirements_Contract.md,677C75EA4A2E50934D7003585393A85D67AB2D45,3,6,Purpose,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0095,book/Market_Calendar_Requirements_Contract.md,677C75EA4A2E50934D7003585393A85D67AB2D45,7,10,Ownership note,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0095,book/Market_Calendar_Requirements_Contract.md,677C75EA4A2E50934D7003585393A85D67AB2D45,11,16,Market scope (LOCKED),STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0095,book/Market_Calendar_Requirements_Contract.md,677C75EA4A2E50934D7003585393A85D67AB2D45,17,31,Required calendar fields,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0095,book/Market_Calendar_Requirements_Contract.md,677C75EA4A2E50934D7003585393A85D67AB2D45,32,52,Calendar provenance tiers (LOCKED),STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0095,book/Market_Calendar_Requirements_Contract.md,677C75EA4A2E50934D7003585393A85D67AB2D45,53,65,Session-completion rule (LOCKED),STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0095,book/Market_Calendar_Requirements_Contract.md,677C75EA4A2E50934D7003585393A85D67AB2D45,66,77,Expected-bar decision (LOCKED),STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0095,book/Market_Calendar_Requirements_Contract.md,677C75EA4A2E50934D7003585393A85D67AB2D45,78,98,Shortened-session semantics (LOCKED),STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0095,book/Market_Calendar_Requirements_Contract.md,677C75EA4A2E50934D7003585393A85D67AB2D45,99,107,Trading-window rules (LOCKED),STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0095,book/Market_Calendar_Requirements_Contract.md,677C75EA4A2E50934D7003585393A85D67AB2D45,108,118,Latest trade-date resolution,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0095,book/Market_Calendar_Requirements_Contract.md,677C75EA4A2E50934D7003585393A85D67AB2D45,119,125,Calendar/status dependency failure,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0095,book/Market_Calendar_Requirements_Contract.md,677C75EA4A2E50934D7003585393A85D67AB2D45,126,149,Capability boundary (LOCKED),STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0095,book/Market_Calendar_Requirements_Contract.md,677C75EA4A2E50934D7003585393A85D67AB2D45,150,153,Acceptance criterion (LOCKED),STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0095,book/Market_Calendar_Requirements_Contract.md,677C75EA4A2E50934D7003585393A85D67AB2D45,154,160,Cross-contract alignment,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0096,book/Market_Daily_Metrics_Contract.md,3F8B40E65FBFD735C47979CFF922E54B11A1CB01,1,2,Market Daily Metrics Contract (LOCKED),STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0096,book/Market_Daily_Metrics_Contract.md,3F8B40E65FBFD735C47979CFF922E54B11A1CB01,3,6,Purpose,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0096,book/Market_Daily_Metrics_Contract.md,3F8B40E65FBFD735C47979CFF922E54B11A1CB01,7,10,Dataset identity,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0096,book/Market_Daily_Metrics_Contract.md,3F8B40E65FBFD735C47979CFF922E54B11A1CB01,11,19,Permitted factual metrics,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0096,book/Market_Daily_Metrics_Contract.md,3F8B40E65FBFD735C47979CFF922E54B11A1CB01,20,25,Actual/proxy rule (LOCKED),STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0096,book/Market_Daily_Metrics_Contract.md,3F8B40E65FBFD735C47979CFF922E54B11A1CB01,26,32,Temporal and publication rules,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0096,book/Market_Daily_Metrics_Contract.md,3F8B40E65FBFD735C47979CFF922E54B11A1CB01,33,36,Domain boundary,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0096,book/Market_Daily_Metrics_Contract.md,3F8B40E65FBFD735C47979CFF922E54B11A1CB01,37,39,Acceptance criterion,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0097,book/Market_Data_Implementation_Command_Protocol_LOCKED.md,04D7D01CCDB819D7006D7EED9C03A0CE3290C13F,1,2,Market-Data Implementation Command Protocol (LOCKED),HISTORY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0097,book/Market_Data_Implementation_Command_Protocol_LOCKED.md,04D7D01CCDB819D7006D7EED9C03A0CE3290C13F,3,13,Purpose,HISTORY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0097,book/Market_Data_Implementation_Command_Protocol_LOCKED.md,04D7D01CCDB819D7006D7EED9C03A0CE3290C13F,14,23,Authorities,HISTORY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0097,book/Market_Data_Implementation_Command_Protocol_LOCKED.md,04D7D01CCDB819D7006D7EED9C03A0CE3290C13F,24,128,Command vocabulary (LOCKED),HISTORY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0097,book/Market_Data_Implementation_Command_Protocol_LOCKED.md,04D7D01CCDB819D7006D7EED9C03A0CE3290C13F,129,145,Command admission rules (LOCKED),HISTORY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0097,book/Market_Data_Implementation_Command_Protocol_LOCKED.md,04D7D01CCDB819D7006D7EED9C03A0CE3290C13F,146,189,Required `WORK_ORDER_RESULT` format (LOCKED),HISTORY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0097,book/Market_Data_Implementation_Command_Protocol_LOCKED.md,04D7D01CCDB819D7006D7EED9C03A0CE3290C13F,190,238,Verdict rules (LOCKED),HISTORY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0097,book/Market_Data_Implementation_Command_Protocol_LOCKED.md,04D7D01CCDB819D7006D7EED9C03A0CE3290C13F,239,255,Deterministic next-command table — manual mode,HISTORY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0097,book/Market_Data_Implementation_Command_Protocol_LOCKED.md,04D7D01CCDB819D7006D7EED9C03A0CE3290C13F,256,285,Sequential stage command catalog (LOCKED),HISTORY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0097,book/Market_Data_Implementation_Command_Protocol_LOCKED.md,04D7D01CCDB819D7006D7EED9C03A0CE3290C13F,286,301,Standard stage-by-stage lifecycle example,HISTORY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0097,book/Market_Data_Implementation_Command_Protocol_LOCKED.md,04D7D01CCDB819D7006D7EED9C03A0CE3290C13F,302,315,Terminal command and evidence rule,HISTORY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0097,book/Market_Data_Implementation_Command_Protocol_LOCKED.md,04D7D01CCDB819D7006D7EED9C03A0CE3290C13F,316,325,Final completion rule,HISTORY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0098,book/Market_Data_Implementation_Conformance_Matrix_LOCKED.md,AB3DDE5B2DF64DC21D14AE5F4871DF6F5DA7F099,1,2,Market-Data Implementation Conformance Matrix (LOCKED),HISTORY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0098,book/Market_Data_Implementation_Conformance_Matrix_LOCKED.md,AB3DDE5B2DF64DC21D14AE5F4871DF6F5DA7F099,3,12,Status and role,HISTORY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0098,book/Market_Data_Implementation_Conformance_Matrix_LOCKED.md,AB3DDE5B2DF64DC21D14AE5F4871DF6F5DA7F099,13,31,How to use this matrix (LOCKED),HISTORY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0098,book/Market_Data_Implementation_Conformance_Matrix_LOCKED.md,AB3DDE5B2DF64DC21D14AE5F4871DF6F5DA7F099,32,43,Status vocabulary (LOCKED),HISTORY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0098,book/Market_Data_Implementation_Conformance_Matrix_LOCKED.md,AB3DDE5B2DF64DC21D14AE5F4871DF6F5DA7F099,44,70,Global no-omission gates (LOCKED),HISTORY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0098,book/Market_Data_Implementation_Conformance_Matrix_LOCKED.md,AB3DDE5B2DF64DC21D14AE5F4871DF6F5DA7F099,71,520,Contract-area assignments and exit gates,HISTORY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0098,book/Market_Data_Implementation_Conformance_Matrix_LOCKED.md,AB3DDE5B2DF64DC21D14AE5F4871DF6F5DA7F099,521,531,Non-authoritative folder disposition,HISTORY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0098,book/Market_Data_Implementation_Conformance_Matrix_LOCKED.md,AB3DDE5B2DF64DC21D14AE5F4871DF6F5DA7F099,532,545,Pull-request and release usage,HISTORY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0098,book/Market_Data_Implementation_Conformance_Matrix_LOCKED.md,AB3DDE5B2DF64DC21D14AE5F4871DF6F5DA7F099,546,556,Change control,HISTORY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0099,book/Market_Data_Strategy_Implementation_Blueprint_LOCKED.md,4C9A34F77420D08222315973E7EE84ADC8080106,1,2,Market-Data Strategy Implementation Blueprint (LOCKED),HISTORY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
