legacy_source_id,original_path,original_sha1,audit_scope,semantic_roles,material_composite,split_extract_count,source_line_count,split_coverage,physical_original_retained,final_disposition
LS-MD-0191,ops/Historical_Correction_Runbook_LOCKED.md,54C0625ECFF018B30CB5A67FDE87DA54CF025B46,FULL_DOCUMENT,IMPLEMENTATION_GUIDANCE,NO,0,283,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0192,ops/History_Table_Immutability_Guards_LOCKED.sql,2294F27FB6F7CD12414A4FFE94A6775E8D2026A3,FULL_DOCUMENT,IMPLEMENTATION_GUIDANCE,NO,0,,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0193,ops/IMPLEMENTATION_GUIDE.md,B1C243C0495F656521E520460BA2D8DB0473686A,FULL_DOCUMENT,IMPLEMENTATION_GUIDANCE,NO,0,16,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0194,ops/Incident_Classification_and_Response_Matrix_LOCKED.md,4807F1AC422E996EC04951E7CA0BE6BBBE9B1FEB,FULL_DOCUMENT,STRATEGY,NO,0,30,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0195,ops/Locking_Implementation_Standard_LOCKED.md,68C4D47E37CEC7426C8DB16BB6F9FD6A79AC2D1D,FULL_DOCUMENT,IMPLEMENTATION_GUIDANCE,NO,0,9,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0196,ops/Logging_Schema_JSON_LOCKED.md,174C13F5F636C59D3A454FA8E4EAEBD761D902BE,FULL_DOCUMENT,IMPLEMENTATION_GUIDANCE,NO,0,38,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0197,ops/LOGGING_TRACEABILITY_REASON_CODES_INVENTORY.md,A1940E4465EB5BE5C45139CB797981907401A453,FULL_DOCUMENT,FINDING;GOVERNANCE;IMPLEMENTATION,YES,4,46,FULL_100_PERCENT_EXACT,NO,REMOVED_AFTER_FULL_SEMANTIC_SPLIT
LS-MD-0198,ops/Observability_Minimum_Contract_LOCKED.md,D4603CC806C63DA66F926BC34165F94252045542,FULL_DOCUMENT,STRATEGY,NO,0,29,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0199,ops/OPERATIONAL_RUNBOOK.md,2C25F532C2559924577739109EA36A9DE7267112,FULL_DOCUMENT,IMPLEMENTATION_GUIDANCE,NO,0,264,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0200,ops/Operator_Decision_Trees_LOCKED.md,FCB64429D4A520D95127800A9EBB87F100030B4E,FULL_DOCUMENT,STRATEGY,NO,0,73,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0201,ops/OPS_ENVIRONMENT_BASELINE.md,4CD43340DAE04A7BB47B9DBDD430FACBC6FCAEF5,FULL_DOCUMENT,CONTEXT;DECISION;EVIDENCE;GOVERNANCE;IMPLEMENTATION,YES,6,136,FULL_100_PERCENT_EXACT,NO,REMOVED_AFTER_FULL_SEMANTIC_SPLIT
LS-MD-0202,ops/Performance_SLO_and_Limits_LOCKED.md,29B65C554AF9BEA3742E11823A82D41DFBA11208,FULL_DOCUMENT,STRATEGY,NO,0,80,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0203,ops/Release_Gates_LOCKED.md,E2C5D627AAC62E1C58735DEA7433DCC336B1DD98,FULL_DOCUMENT,STRATEGY,NO,0,19,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0204,ops/Resumable_Backfill_Contract_LOCKED.md,689572A8815FC6D9FB6894A3E252CC6FB6A70F4B,FULL_DOCUMENT,STRATEGY,NO,0,36,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0205,ops/Run_Artifacts_Format_LOCKED.md,4D5A48BCAE4046BE1385B941DFE566CF5B9672A9,FULL_DOCUMENT,STRATEGY,NO,0,561,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0206,ops/Run_Execution_Evidence_Pack_Contract_LOCKED.md,FFA1C871D67F76E0171FD9FD40AB5083A13DC18F,FULL_DOCUMENT,STRATEGY,NO,0,81,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0207,ops/Run_Ownership_and_Recovery_LOCKED.md,2E16C17FDBC4E916FE9E57C3508CCC27A123E0BC,FULL_DOCUMENT,STRATEGY,NO,0,71,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0208,ops/RUN_PUBLICATION_POINTER_LINKAGE_INVENTORY.md,D27A829A793A182A7BEF9796B85546AC7329B73A,FULL_DOCUMENT,EVIDENCE;GOVERNANCE;IMPLEMENTATION,YES,3,54,FULL_100_PERCENT_EXACT,NO,REMOVED_AFTER_FULL_SEMANTIC_SPLIT
LS-MD-0209,ops/Scheduling_and_Locking_Contract_LOCKED.md,A20EB0B337834E2CB896F871B0DA97456FE9446B,FULL_DOCUMENT,STRATEGY,NO,0,44,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0210,patches/README.md,BB5EBE47ACC0D12B4B54A92F3E6ED4DC53B92143,FULL_DOCUMENT,HISTORY,NO,0,5,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0211,patches/TRADING_STATUS_NON_EXCLUSION_CLEAR_PATCH.md,D7FA2DA1E496AD9DA1448E9736FD87DDADE28E6C,FULL_DOCUMENT,EVIDENCE;GOVERNANCE;IMPLEMENTATION,YES,4,87,FULL_100_PERCENT_EXACT,NO,REMOVED_AFTER_FULL_SEMANTIC_SPLIT
LS-MD-0212,patches/TRADING_STATUS_SEMANTICS_LONG_SUSPENSION_CLOSURE_2026_07_02.md,A26CB394EAA179AFC224499200FE3C7B5AAE0E7B,FULL_DOCUMENT,CONTEXT;DECISION;EVIDENCE;FINDING;GOVERNANCE,YES,6,172,FULL_100_PERCENT_EXACT,NO,REMOVED_AFTER_FULL_SEMANTIC_SPLIT
LS-MD-0213,patches/TRADING_STATUS_SOURCE_MODEL_SIMPLIFICATION_2026_07_02.md,3A438F772827F234842C4CCDEBFE8AB9A783C588,FULL_DOCUMENT,CONTEXT;DECISION;GOVERNANCE;IMPLEMENTATION,YES,6,123,FULL_100_PERCENT_EXACT,NO,REMOVED_AFTER_FULL_SEMANTIC_SPLIT
LS-MD-0214,README.md,654D3D246A56C8BF587B40FF6D275D31F30FDC9B,FULL_DOCUMENT,STRATEGY,NO,0,270,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0215,registry/Corporate_Action_Type_Registry_LOCKED.md,A96DFA722A9480CE0D499EA54673C0B637DE8ADB,FULL_DOCUMENT,STRATEGY,NO,0,272,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0216,registry/Exchange_Market_Structure_Facts_LOCKED.md,9941E7163806F1B985AF1BA6D5028081B1D082AF,FULL_DOCUMENT,STRATEGY,NO,0,118,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0217,registry/Indicator_Registry_Baseline_LOCKED.md,3A19AB8F61FD1788B2FAE29D1F1ADE429DB9FE40,FULL_DOCUMENT,STRATEGY,NO,0,130,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0218,registry/Platform_Config_Registry_LOCKED.md,6B61EE4D591054BAF3F44BFE7AD159AD09DF1E36,FULL_DOCUMENT,STRATEGY,NO,0,304,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0219,registry/Price_Adjustment_Contract_LOCKED.md,303A8523DDC42DF2A3E7BDD22BEBC5547D99D7FF,FULL_DOCUMENT,STRATEGY,NO,0,133,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0220,registry/Price_Scale_Break_Detection_LOCKED.md,653297FE2D3C79E3376549918B6FC6A2EE796F77,FULL_DOCUMENT,STRATEGY,NO,0,115,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0221,registry/Reason_Codes_Registry.md,19E607D87B1A5E493DEB2756426746022681EC38,FULL_DOCUMENT,STRATEGY,NO,0,491,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0222,registry/Reason_Codes_Seed.sql,5371801AC4BA46D132B2B4321B1D101DCFD8969D,FULL_DOCUMENT,IMPLEMENTATION_DB,NO,0,,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0223,registry/Volume_and_Turnover_Normalization_LOCKED.md,8863399D0A5EDB40CDEC2594B29EDCEA1A5A9B00,FULL_DOCUMENT,STRATEGY,NO,0,93,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0224,session_snapshot/Session_Snapshot_Contract_LOCKED.md,805DB06F231E40AB8C501370F200239F06FEBD08,FULL_DOCUMENT,STRATEGY,NO,0,47,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0225,session_snapshot/Session_Snapshot_Date_Alignment_with_Effective_Date_LOCKED.md,14E373EDB6D1CA53A8550EDF0BAD53D77B514113,FULL_DOCUMENT,STRATEGY,NO,0,14,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0226,session_snapshot/Session_Snapshot_Retention_Defaults_LOCKED.md,DE89005539719AD5058094599436342A53628714,FULL_DOCUMENT,STRATEGY,NO,0,6,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0227,session_snapshot/Session_Snapshot_Scope_Selection_and_Dependencies_LOCKED.md,E0EAD95D45259C4069739EECB7439B03039E11D9,FULL_DOCUMENT,STRATEGY,NO,0,61,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0228,session_snapshot/Snapshot_Slot_Tolerances_and_Session_Rules_LOCKED.md,0DFD74697D1D8A7CCBED1528E81D3F9091BED393,FULL_DOCUMENT,STRATEGY,NO,0,5,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0229,system/README.md,79F56CCA21C43E5B9DCAD658BD234D0192508EFB,FULL_DOCUMENT,IMPLEMENTATION_GUIDANCE,NO,0,54,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0230,system/SYSTEM_ARTIFACT_MAP.md,DE8DA91F4288D5DF0926135CC5F7B2BC60CD7B3F,FULL_DOCUMENT,IMPLEMENTATION_GUIDANCE,NO,0,47,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0231,system/SYSTEM_BOUNDARY.md,3A05A2016E17444C4CB65234315C472C4EDA6AA0,FULL_DOCUMENT,IMPLEMENTATION_GUIDANCE,NO,0,32,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0232,system/SYSTEM_CONTEXT_AND_DEPENDENCIES.md,C033FF82E11FB607DA79720E2456112C1A021837,FULL_DOCUMENT,IMPLEMENTATION_GUIDANCE,NO,0,84,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0233,system/SYSTEM_DATA_PRODUCT_MAP.md,79CB34A0E4B5C718A9FD4F61D83B3385F3F5EA84,FULL_DOCUMENT,IMPLEMENTATION_GUIDANCE,NO,0,123,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0234,system/SYSTEM_OVERVIEW.md,F1FE58A76373DD291835D22E07279CDD0B252FF6,FULL_DOCUMENT,IMPLEMENTATION_GUIDANCE,NO,0,46,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0235,system/SYSTEM_OWNERSHIP_MAP.md,36ED5710A68ED464C1E2CC7DD066AF755D6170F0,FULL_DOCUMENT,IMPLEMENTATION_GUIDANCE,NO,0,49,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0236,system/SYSTEM_PUBLICATION_AND_CORRECTION_OVERVIEW.md,16730123BA314C68A83164A4B51E562AB954E563,FULL_DOCUMENT,IMPLEMENTATION_GUIDANCE,NO,0,17,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0237,system/SYSTEM_READ_ORDER.md,4D54B05B88918B10DB33F4A2FC6CFC5AE996888D,FULL_DOCUMENT,IMPLEMENTATION_GUIDANCE,NO,0,87,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0238,system/SYSTEM_RUNTIME_FLOW.md,39728B686D03C376850E70825211C7F08905D11B,FULL_DOCUMENT,IMPLEMENTATION_GUIDANCE,NO,0,85,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0239,tests/Behavioral_Test_Coverage_Inventory.md,742C746586E0501E4D5B9983BCDE37F7B3DFC30F,FULL_DOCUMENT,CONTEXT;DECISION;EVIDENCE;GOVERNANCE;IMPLEMENTATION,YES,7,89,FULL_100_PERCENT_EXACT,NO,REMOVED_AFTER_FULL_SEMANTIC_SPLIT
LS-MD-0240,tests/Contract_Test_Matrix_LOCKED.md,1D581BF5714A80FC0B36C7CD99B137367F4CA48E,FULL_DOCUMENT,IMPLEMENTATION_TEST,NO,0,21,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0241,tests/Contract_Tests_Specification.md,AC585FDD0F64F74D1BDDB9F511D8D24A57C87147,FULL_DOCUMENT,CONTEXT;EVIDENCE;IMPLEMENTATION,YES,4,52,FULL_100_PERCENT_EXACT,NO,REMOVED_AFTER_FULL_SEMANTIC_SPLIT
LS-MD-0242,tests/Correction_Lifecycle_Safety_Test_Matrix.md,EEE9521E90D6D9E06BFB7093235F4E97353D4310,FULL_DOCUMENT,IMPLEMENTATION_TEST,NO,0,39,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0243,tests/Db_Integrity_Constraint_Inventory.md,F8EC0B923A05E4141D9FEF6A1E71E132AA698D5B,FULL_DOCUMENT,DECISION;EVIDENCE;GOVERNANCE;IMPLEMENTATION,YES,5,82,FULL_100_PERCENT_EXACT,NO,REMOVED_AFTER_FULL_SEMANTIC_SPLIT
LS-MD-0244,tests/Executed_Proof_Admission_Criteria_LOCKED.md,6C8B093EFB0D6FD007AE21BC2BBCDF4E1C84BF21,FULL_DOCUMENT,IMPLEMENTATION_TEST,NO,0,64,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0245,tests/Fixture_Package_Manifest_LOCKED.md,055D00113312642F65B30EBEB7CB23650308E660,FULL_DOCUMENT,IMPLEMENTATION_TEST,NO,0,95,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0246,tests/Golden_Fixture_Catalog_LOCKED.md,A8B066831AF122E436D973046A48DE4166C5D642,FULL_DOCUMENT,EVIDENCE;IMPLEMENTATION,YES,2,38,FULL_100_PERCENT_EXACT,NO,REMOVED_AFTER_FULL_SEMANTIC_SPLIT
LS-MD-0247,tests/Golden_Fixture_Examples_LOCKED.md,3EEC1C7EA4D097844457225A9F313C989DF26E31,FULL_DOCUMENT,IMPLEMENTATION_TEST,NO,0,305,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0248,tests/Golden_Fixtures_Specification.md,E477B4291D088BC2B7604C24348FFC83D9218CFB,FULL_DOCUMENT,IMPLEMENTATION_TEST,NO,0,34,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0249,tests/Indicator_Expected_Output_Oracle_LOCKED.md,373E60F861147D65825EF62A8040596BB02CB0ED,FULL_DOCUMENT,IMPLEMENTATION_TEST,NO,0,91,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0250,tests/Indicator_Test_Vectors_LOCKED.md,C87062FC05E604353D61071688573115D33FBB8B,FULL_DOCUMENT,IMPLEMENTATION_TEST,NO,0,40,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0251,tests/Negative_Test_Catalog_LOCKED.md,1A8A5F74D03C5A689EDC37964ACBDD04075E0C25,FULL_DOCUMENT,IMPLEMENTATION_TEST,NO,0,25,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0252,tests/PHPUNIT_TEST_MATRIX.md,FEC9F51F5D950AD3C0DB1B40F3E0D3C4CD966FFA,FULL_DOCUMENT,CONTEXT;DECISION;EVIDENCE;IMPLEMENTATION,YES,7,153,FULL_100_PERCENT_EXACT,NO,REMOVED_AFTER_FULL_SEMANTIC_SPLIT
LS-MD-0253,tests/README.md,5A6196F7917994AF02140A03ED7C401287420EE2,FULL_DOCUMENT,IMPLEMENTATION_TEST,NO,0,57,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0254,tests/Test_Coverage_Closure_Contract_LOCKED.md,F1A2827D69129D70DD89CB99331D047E0A9D3435,FULL_DOCUMENT,IMPLEMENTATION_TEST,NO,0,21,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0255,tests/Test_Implementation_Guidance_LOCKED.md,1AE9555072B8E7C55BC77F082E2FB861D50706D2,FULL_DOCUMENT,IMPLEMENTATION_TEST,NO,0,177,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
